layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.602590,0.121519,0.857777,0.058225,0.500564,0.001175,0.102025,0.886801,0.008776,-0.029025,sample,5,0.500000,0.895661,2,43560
encoder,0,all,content-pool,conjugation,linear,0.566591,0.146029,0.683170,0.116159,0.342712,0.039678,0.223879,0.594532,0.036725,0.088638,group,5,0.333333,0.787879,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.802236,0.196229,0.910176,0.050585,0.527947,0.024466,0.274289,0.805947,0.030251,0.104229,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.572037,0.132053,0.814331,0.085159,0.500047,0.000093,0.071990,0.891895,0.007544,-0.077564,sample,5,0.500000,0.895661,2,43560
encoder,1,all,content-pool,conjugation,linear,0.547105,0.125509,0.730624,0.065473,0.313148,0.056040,0.233956,0.629263,0.034194,0.101362,group,5,0.333333,0.787879,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.815014,0.204904,0.927877,0.060513,0.458241,0.043014,0.356773,0.784986,0.037632,0.142891,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.581889,0.163122,0.827091,0.060643,0.500000,0.000000,0.081889,0.895661,0.000004,-0.068570,sample,5,0.500000,0.895661,2,43560
encoder,2,all,content-pool,conjugation,linear,0.585686,0.150355,0.737198,0.070574,0.386724,0.077298,0.198962,0.644951,0.045482,0.092247,group,5,0.333333,0.787879,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.822096,0.213451,0.922784,0.072098,0.500653,0.060539,0.321443,0.798925,0.041751,0.123858,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.599611,0.175731,0.834678,0.092604,0.500117,0.000234,0.099494,0.894843,0.001640,-0.060164,sample,5,0.500000,0.895661,2,43560
encoder,3,all,content-pool,conjugation,linear,0.580121,0.185130,0.731983,0.118452,0.297836,0.075403,0.282285,0.573013,0.055698,0.158970,group,5,0.333333,0.787879,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.811084,0.202786,0.919086,0.057004,0.518208,0.072883,0.292876,0.795503,0.039088,0.123583,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.518023,0.065484,0.776429,0.122282,0.500542,0.000947,0.017481,0.889386,0.007789,-0.112957,sample,5,0.500000,0.895661,2,43560
decoder,0,all,content-pool,conjugation,linear,0.546594,0.167565,0.698710,0.082805,0.382750,0.089354,0.163844,0.663424,0.040964,0.035286,group,5,0.333333,0.787879,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.812541,0.190419,0.931732,0.048147,0.501000,0.052061,0.311541,0.815917,0.014173,0.115814,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.580913,0.040202,0.849530,0.048766,0.500010,0.000078,0.080903,0.895035,0.000911,-0.045505,sample,5,0.500000,0.895661,2,43560
decoder,1,all,content-pool,conjugation,linear,0.551734,0.177911,0.739539,0.090522,0.304096,0.020938,0.247638,0.649081,0.019516,0.090458,group,5,0.333333,0.787879,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.709306,0.142683,0.889740,0.091176,0.489462,0.021657,0.219843,0.811183,0.029516,0.078557,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.593243,0.107694,0.858410,0.050638,0.500137,0.000257,0.093106,0.894993,0.000425,-0.036584,sample,5,0.500000,0.895661,2,43560
decoder,2,all,content-pool,conjugation,linear,0.606850,0.212341,0.776503,0.099606,0.356100,0.100446,0.250750,0.625953,0.067879,0.150550,group,5,0.333333,0.787879,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.751515,0.168104,0.898805,0.088244,0.450943,0.019669,0.300572,0.790167,0.032781,0.108638,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.601153,0.110987,0.868614,0.051221,0.500091,0.000166,0.101062,0.895059,0.001152,-0.026445,sample,5,0.500000,0.895661,2,43560
decoder,3,all,content-pool,conjugation,linear,0.614107,0.236829,0.788318,0.119340,0.325823,0.040018,0.288284,0.656717,0.044359,0.131602,group,5,0.333333,0.787879,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.735909,0.150172,0.904880,0.055874,0.476308,0.047880,0.259601,0.805855,0.024306,0.099025,group,5,0.500000,0.893939,2,43560
