layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.457658,0.022154,0.727215,0.111593,0.500126,0.000154,-0.042468,0.881662,0.005024,-0.154447,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.275208,0.093361,0.611515,0.104896,0.364866,0.007927,-0.089659,0.655136,0.015123,-0.043620,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.525859,0.140329,0.755628,0.090350,0.478975,0.066624,0.046883,0.771623,0.019335,-0.015995,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.457230,0.033646,0.735999,0.078818,0.499864,0.000216,-0.042633,0.881367,0.005111,-0.145367,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.322594,0.135813,0.621377,0.101900,0.339606,0.052590,-0.017012,0.655527,0.015271,-0.034151,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.525000,0.147542,0.800316,0.098818,0.585717,0.096746,-0.060717,0.834965,0.051541,-0.034649,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.446571,0.043957,0.696331,0.109217,0.500374,0.000765,-0.053802,0.878391,0.009753,-0.182060,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.277998,0.068227,0.609291,0.083303,0.365142,0.060130,-0.087144,0.680336,0.035010,-0.071046,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.471553,0.063581,0.787567,0.116405,0.448597,0.029576,0.022956,0.785110,0.029442,0.002458,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.488664,0.011330,0.760848,0.092514,0.499974,0.000052,-0.011310,0.885473,0.000397,-0.124625,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.285973,0.091573,0.629128,0.092992,0.402725,0.042783,-0.116751,0.697673,0.018286,-0.068546,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.474040,0.101450,0.786195,0.117481,0.514114,0.058633,-0.040074,0.793355,0.031643,-0.007160,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.437780,0.047662,0.707255,0.092564,0.500034,0.000102,-0.062255,0.885267,0.000655,-0.178013,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.341081,0.160468,0.638387,0.141273,0.313508,0.016883,0.027573,0.669630,0.015853,-0.031243,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.506389,0.165418,0.732116,0.123948,0.529353,0.081396,-0.022964,0.810975,0.039190,-0.078858,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.477525,0.070363,0.754509,0.081023,0.499855,0.000587,-0.022330,0.883819,0.002838,-0.129310,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.427793,0.143351,0.692428,0.065451,0.311624,0.030257,0.116169,0.670565,0.014927,0.021862,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.550846,0.147985,0.794359,0.100766,0.522203,0.039766,0.028643,0.807402,0.014967,-0.013043,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.478051,0.056415,0.756659,0.042429,0.499965,0.000237,-0.021914,0.883002,0.001516,-0.126342,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.377923,0.116099,0.670713,0.047939,0.302970,0.037672,0.074953,0.665882,0.046054,0.004831,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.450669,0.112307,0.737341,0.121416,0.443963,0.023586,0.006706,0.793347,0.040287,-0.056006,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.471351,0.060704,0.750541,0.096202,0.499926,0.000081,-0.028575,0.885268,0.000663,-0.134727,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.387028,0.124350,0.709560,0.067877,0.288645,0.029153,0.098383,0.659993,0.006784,0.049567,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.439470,0.081508,0.732111,0.095752,0.490219,0.037189,-0.050749,0.798325,0.021361,-0.066213,group,5,0.500000,0.893939,2,43560
