layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.584867,0.140420,0.791625,0.066426,0.500296,0.000246,0.084571,0.870833,0.004413,-0.079208,sample,5,0.500000,0.876377,2,43560
encoder,0,all,content-pool,conjugation,linear,0.435941,0.233924,0.695048,0.137712,0.355396,0.061106,0.080545,0.692502,0.037194,0.002546,group,5,0.333333,0.819444,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.647992,0.240750,0.839764,0.091879,0.473007,0.070688,0.174985,0.768852,0.054894,0.070911,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.612770,0.123481,0.825342,0.028637,0.500329,0.000736,0.112440,0.872658,0.004416,-0.047315,sample,5,0.500000,0.876377,2,43560
encoder,1,all,content-pool,conjugation,linear,0.470237,0.277177,0.718651,0.153694,0.363664,0.086017,0.106574,0.697477,0.063460,0.021174,group,5,0.333333,0.819444,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.633497,0.259774,0.813232,0.108469,0.518636,0.089044,0.114861,0.785548,0.054355,0.027684,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.604183,0.113939,0.795061,0.068620,0.499933,0.000123,0.104251,0.874381,0.003770,-0.079320,sample,5,0.500000,0.876377,2,43560
encoder,2,all,content-pool,conjugation,linear,0.403374,0.273916,0.692289,0.124746,0.305126,0.036613,0.098248,0.658968,0.015598,0.033321,group,5,0.333333,0.819444,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.629822,0.250029,0.803708,0.103892,0.462087,0.056145,0.167735,0.778815,0.048147,0.024893,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.635629,0.109690,0.797644,0.054618,0.499809,0.000293,0.135820,0.874096,0.004402,-0.076452,sample,5,0.500000,0.876377,2,43560
encoder,3,all,content-pool,conjugation,linear,0.456592,0.280599,0.731981,0.146482,0.359122,0.063033,0.097470,0.705542,0.035999,0.026439,group,5,0.333333,0.819444,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.614652,0.225968,0.818232,0.099480,0.521494,0.070824,0.093159,0.809089,0.037166,0.009143,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.648813,0.094419,0.812219,0.081553,0.499991,0.000641,0.148821,0.871927,0.003987,-0.059708,sample,5,0.500000,0.876377,2,43560
decoder,0,all,content-pool,conjugation,linear,0.444714,0.246709,0.738618,0.115611,0.282090,0.024357,0.162624,0.653681,0.022228,0.084937,group,5,0.333333,0.819444,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.694273,0.230510,0.827061,0.093168,0.507767,0.068273,0.186506,0.810409,0.033650,0.016652,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.684679,0.109713,0.833595,0.089431,0.499946,0.000138,0.184733,0.875385,0.001699,-0.041789,sample,5,0.500000,0.876377,2,43560
decoder,1,all,content-pool,conjugation,linear,0.407577,0.255436,0.659357,0.105097,0.278456,0.024155,0.129120,0.667255,0.049632,-0.007897,group,5,0.333333,0.819444,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.698019,0.234752,0.826282,0.098733,0.520540,0.081939,0.177478,0.790103,0.061554,0.036179,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.661461,0.065070,0.822985,0.098004,0.500006,0.000217,0.161455,0.875691,0.000481,-0.052706,sample,5,0.500000,0.876377,2,43560
decoder,2,all,content-pool,conjugation,linear,0.370313,0.207492,0.661249,0.103263,0.318630,0.029314,0.051683,0.709935,0.027938,-0.048687,group,5,0.333333,0.819444,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.691274,0.223484,0.826993,0.114395,0.567721,0.104178,0.123553,0.821160,0.041783,0.005833,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.649832,0.066042,0.820531,0.083660,0.500147,0.000368,0.149685,0.875810,0.000876,-0.055279,sample,5,0.500000,0.876377,2,43560
decoder,3,all,content-pool,conjugation,linear,0.354439,0.152081,0.660649,0.094994,0.309605,0.031594,0.044833,0.679003,0.025013,-0.018354,group,5,0.333333,0.819444,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.624667,0.199365,0.807742,0.116583,0.518921,0.063487,0.105747,0.816652,0.031819,-0.008910,group,5,0.500000,0.893939,2,43560
