layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.454368,0.024015,0.740379,0.089765,0.499593,0.000471,-0.045225,0.873882,0.013383,-0.133504,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.279319,0.086153,0.618643,0.074808,0.372778,0.022441,-0.093459,0.657188,0.025223,-0.038545,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.496010,0.117601,0.750188,0.100876,0.474158,0.060728,0.021852,0.770066,0.016471,-0.019877,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.483126,0.018507,0.769841,0.083043,0.500000,0.000000,-0.016874,0.885681,0.000005,-0.115839,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.276521,0.072928,0.598646,0.075055,0.333350,0.039634,-0.056830,0.661950,0.014314,-0.063304,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.471490,0.085494,0.775060,0.121049,0.583906,0.095237,-0.112416,0.834215,0.047096,-0.059156,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.482887,0.059903,0.773644,0.094533,0.500473,0.000874,-0.017586,0.879025,0.007956,-0.105381,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.249251,0.044407,0.590381,0.075573,0.369911,0.064904,-0.120660,0.678789,0.038747,-0.088407,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.437803,0.062786,0.778390,0.112749,0.439165,0.021693,-0.001362,0.779200,0.033389,-0.000810,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.501936,0.113396,0.760285,0.112728,0.500000,0.000000,0.001936,0.885673,0.000007,-0.125388,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.261040,0.067568,0.601445,0.086294,0.392574,0.048814,-0.131533,0.692176,0.017035,-0.090731,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.446540,0.059065,0.788531,0.106354,0.531088,0.036742,-0.084548,0.818528,0.025574,-0.029997,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.463172,0.080280,0.731241,0.065323,0.499550,0.000759,-0.036378,0.880228,0.006684,-0.148987,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.376910,0.189538,0.646101,0.137100,0.288770,0.023902,0.088140,0.652334,0.040026,-0.006233,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.548826,0.130296,0.769522,0.095581,0.533989,0.074708,0.014836,0.822965,0.015213,-0.053443,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.472813,0.046827,0.739203,0.061520,0.499887,0.000109,-0.027074,0.884975,0.001044,-0.145773,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.364925,0.140566,0.637962,0.123965,0.342546,0.035691,0.022378,0.689454,0.023391,-0.051492,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.469470,0.105808,0.753701,0.136290,0.496955,0.040930,-0.027485,0.801021,0.016548,-0.047319,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.479103,0.065902,0.750162,0.067014,0.500043,0.000042,-0.020940,0.883393,0.003100,-0.133231,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.359798,0.145236,0.649620,0.088195,0.303944,0.036876,0.055854,0.670606,0.040956,-0.020986,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.433952,0.086989,0.741255,0.123585,0.459772,0.026226,-0.025820,0.795844,0.039991,-0.054589,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.498309,0.057305,0.764210,0.077986,0.500025,0.000308,-0.001717,0.885101,0.000880,-0.120891,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.347479,0.121663,0.642814,0.070139,0.281693,0.035729,0.065787,0.644904,0.021182,-0.002090,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.438232,0.128481,0.721590,0.127552,0.483533,0.040548,-0.045300,0.810564,0.023618,-0.088974,group,5,0.500000,0.893939,2,43560
