layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.605560,0.120999,0.848229,0.022318,0.500077,0.000672,0.105483,0.891542,0.005050,-0.043313,sample,5,0.500000,0.895661,2,43560
encoder,0,all,content-pool,conjugation,linear,0.528857,0.109012,0.690085,0.106727,0.348379,0.056062,0.180478,0.596063,0.033788,0.094022,group,5,0.333333,0.787879,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.800126,0.203123,0.902091,0.058961,0.515097,0.040619,0.285030,0.817147,0.025842,0.084945,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.590934,0.110889,0.853291,0.015627,0.499743,0.000327,0.091191,0.892124,0.003382,-0.038832,sample,5,0.500000,0.895661,2,43560
encoder,1,all,content-pool,conjugation,linear,0.562921,0.143656,0.723079,0.099193,0.320964,0.050340,0.241957,0.633905,0.024794,0.089174,group,5,0.333333,0.787879,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.805896,0.194718,0.922634,0.050425,0.474528,0.052871,0.331368,0.795686,0.039328,0.126948,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.586655,0.122286,0.850032,0.027102,0.499770,0.000713,0.086885,0.892467,0.003681,-0.042436,sample,5,0.500000,0.895661,2,43560
encoder,2,all,content-pool,conjugation,linear,0.579756,0.181717,0.729574,0.101831,0.391702,0.091958,0.188053,0.646193,0.044228,0.083380,group,5,0.333333,0.787879,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.812222,0.191817,0.927606,0.039190,0.503662,0.059301,0.308561,0.799195,0.038583,0.128410,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.603940,0.111488,0.849244,0.056052,0.500048,0.000059,0.103892,0.895605,0.000124,-0.046362,sample,5,0.500000,0.895661,2,43560
encoder,3,all,content-pool,conjugation,linear,0.553841,0.174623,0.712446,0.114952,0.303393,0.067564,0.250448,0.582109,0.074489,0.130337,group,5,0.333333,0.787879,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.823914,0.195673,0.932408,0.038025,0.520413,0.048170,0.303501,0.807508,0.036809,0.124899,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.557447,0.066113,0.826107,0.064081,0.499883,0.000123,0.057564,0.895055,0.000864,-0.068948,sample,5,0.500000,0.895661,2,43560
decoder,0,all,content-pool,conjugation,linear,0.585985,0.151964,0.726550,0.058014,0.396645,0.090312,0.189340,0.677493,0.037902,0.049057,group,5,0.333333,0.787879,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.773246,0.161326,0.916963,0.034250,0.478845,0.035341,0.294402,0.804088,0.014792,0.112875,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.636026,0.088734,0.850062,0.036740,0.500143,0.000312,0.135884,0.895310,0.000653,-0.045248,sample,5,0.500000,0.895661,2,43560
decoder,1,all,content-pool,conjugation,linear,0.596188,0.205392,0.738846,0.077529,0.303998,0.022104,0.292190,0.632742,0.030161,0.106104,group,5,0.333333,0.787879,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.735558,0.146306,0.896180,0.068487,0.476063,0.041654,0.259494,0.799514,0.012732,0.096666,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.614350,0.124706,0.863877,0.051268,0.500062,0.000204,0.114289,0.891986,0.004725,-0.028109,sample,5,0.500000,0.895661,2,43560
decoder,2,all,content-pool,conjugation,linear,0.591022,0.191227,0.762113,0.088606,0.340266,0.077879,0.250756,0.619041,0.066812,0.143072,group,5,0.333333,0.787879,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.754394,0.146132,0.912334,0.061268,0.439897,0.016482,0.314497,0.782904,0.033585,0.129430,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.617260,0.102719,0.888821,0.040440,0.499993,0.000040,0.117267,0.895581,0.000100,-0.006759,sample,5,0.500000,0.895661,2,43560
decoder,3,all,content-pool,conjugation,linear,0.571977,0.240889,0.790514,0.099465,0.326218,0.060315,0.245759,0.653508,0.058432,0.137006,group,5,0.333333,0.787879,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.754634,0.163808,0.923909,0.037103,0.498917,0.058724,0.255717,0.810171,0.023155,0.113739,group,5,0.500000,0.893939,2,43560
