layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.450138,0.037856,0.712197,0.077909,0.500010,0.000019,-0.049871,0.885625,0.000095,-0.173428,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.355156,0.168656,0.653803,0.150661,0.385523,0.043689,-0.030367,0.664252,0.032867,-0.010449,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.626477,0.217868,0.792406,0.080631,0.473419,0.097166,0.153058,0.748147,0.043415,0.044259,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.458474,0.041512,0.750426,0.078898,0.499859,0.000222,-0.041386,0.882877,0.004344,-0.132451,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.347352,0.152217,0.643350,0.114984,0.304007,0.053709,0.043344,0.654069,0.024660,-0.010719,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.637992,0.222878,0.816375,0.092543,0.608032,0.056757,0.029960,0.823703,0.029768,-0.007327,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.493918,0.018634,0.763550,0.086965,0.500454,0.000977,-0.006536,0.876992,0.010425,-0.113443,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.378693,0.153683,0.678671,0.131909,0.368769,0.070417,0.009924,0.657068,0.035633,0.021603,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.576275,0.192052,0.807667,0.105727,0.472126,0.045607,0.104149,0.783336,0.014565,0.024331,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.531685,0.079413,0.770487,0.051542,0.499956,0.000088,0.031729,0.885408,0.000531,-0.114921,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.539858,0.207463,0.778898,0.124615,0.381222,0.060684,0.158636,0.696701,0.032667,0.082197,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.615119,0.196753,0.837319,0.076770,0.451862,0.019462,0.163258,0.783454,0.026208,0.053865,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.589514,0.095829,0.778009,0.050095,0.500124,0.000228,0.089390,0.885083,0.000898,-0.107075,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.705239,0.123708,0.873919,0.071495,0.317093,0.043180,0.388146,0.685060,0.031860,0.188859,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.870321,0.134858,0.921394,0.044842,0.520891,0.068284,0.349431,0.820608,0.024689,0.100786,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.635672,0.105880,0.855022,0.045517,0.499873,0.000289,0.135799,0.883344,0.004404,-0.028322,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.720318,0.081968,0.841973,0.044569,0.320021,0.018617,0.400297,0.691410,0.030668,0.150563,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.830589,0.190069,0.886252,0.071165,0.532180,0.055648,0.298409,0.819153,0.019258,0.067100,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.582253,0.069999,0.861508,0.032663,0.500216,0.000522,0.082037,0.883843,0.003223,-0.022335,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.715439,0.092586,0.851785,0.041004,0.337423,0.043603,0.378016,0.693286,0.025926,0.158499,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.808958,0.182070,0.889237,0.064394,0.489137,0.054459,0.319820,0.805586,0.051081,0.083651,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.533016,0.083492,0.770812,0.078434,0.500043,0.000152,0.032973,0.880289,0.005208,-0.109478,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.513981,0.134336,0.826966,0.073171,0.281392,0.042055,0.232589,0.622790,0.045279,0.204176,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.739295,0.199072,0.885588,0.080016,0.461805,0.041803,0.277490,0.783636,0.025982,0.101952,group,5,0.500000,0.893939,2,43560
