layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
encoder,0,all,stem_final_match,linear,0.7862160277803321,0.5004757819468362,0.2857402458334959,43560
encoder,0,all,conjugation,linear,0.5948916437098255,0.30421873278236916,0.29067291092745634,43560
encoder,0,all,l_shaped,linear,0.8338131313131314,0.5197568870523416,0.3140562442607898,43560
encoder,0,stemfinal_same,l_shaped,linear,0.7518575000259355,0.48559526683946963,0.2662622331864659,39015
encoder,1,all,stem_final_match,linear,0.6714902638273383,0.5002048293730582,0.17128543445428013,43560
encoder,1,all,conjugation,linear,0.6688953168044077,0.3181825528007346,0.3507127640036731,43560
encoder,1,all,l_shaped,linear,0.8588131313131313,0.48437350780532606,0.37443962350780524,43560
encoder,1,stemfinal_same,l_shaped,linear,0.7850461832800507,0.5438829815737527,0.241163201706298,39015
encoder,2,all,stem_final_match,linear,0.7315499390164717,0.4998103878447438,0.2317395511717279,43560
encoder,2,all,conjugation,linear,0.7214600550964188,0.31103305785123964,0.4104269972451791,43560
encoder,2,all,l_shaped,linear,0.908800505050505,0.4867495408631772,0.42205096418732785,43560
encoder,2,stemfinal_same,l_shaped,linear,0.8401430947149903,0.45606378636427525,0.384079308350715,39015
encoder,3,all,stem_final_match,linear,0.6915813095778793,0.4997154111404683,0.19186589843741103,43560
encoder,3,all,conjugation,linear,0.7412304866850322,0.32251882460973363,0.4187116620752986,43560
encoder,3,all,l_shaped,linear,0.9201010101010102,0.4897621671258035,0.4303388429752067,43560
encoder,3,stemfinal_same,l_shaped,linear,0.8164465220716938,0.5072474632656322,0.3091990588060616,39015
decoder,0,all,stem_final_match,linear,0.7000545542436208,0.49999203101788847,0.20006252322573237,43560
decoder,0,all,conjugation,linear,0.6776969696969697,0.3148964187327824,0.3628005509641873,43560
decoder,0,all,l_shaped,linear,0.8786971992653811,0.5284391643709826,0.35025803489439855,43560
decoder,0,stemfinal_same,l_shaped,linear,0.8183317640459682,0.46184098717088473,0.35649077687508346,39015
decoder,1,all,stem_final_match,linear,0.7821219767711128,0.5001059714603558,0.282016005310757,43560
decoder,1,all,conjugation,linear,0.7016804407713498,0.33211092745638193,0.3695695133149679,43560
decoder,1,all,l_shaped,linear,0.880631313131313,0.4776611570247934,0.40297015610651965,43560
decoder,1,stemfinal_same,l_shaped,linear,0.8117752917485547,0.48056359288990097,0.3312116988586537,39015
decoder,2,all,stem_final_match,linear,0.7991332033380878,0.49997157508392104,0.29916162825416676,43560
decoder,2,all,conjugation,linear,0.6764325068870523,0.28577410468319553,0.3906584022038567,43560
decoder,2,all,l_shaped,linear,0.8604924242424243,0.5011565656565656,0.3593358585858587,43560
decoder,2,stemfinal_same,l_shaped,linear,0.8044454027530922,0.5159276801932957,0.28851772255979646,39015
decoder,3,all,stem_final_match,linear,0.7743303363938517,0.4999577760776984,0.2743725603161533,43560
decoder,3,all,conjugation,linear,0.6497851239669422,0.3344802571166207,0.3153048668503215,43560
decoder,3,all,l_shaped,linear,0.8256818181818183,0.4988719008264463,0.326809917355372,43560
decoder,3,stemfinal_same,l_shaped,linear,0.8055815718413661,0.5435635213606498,0.26201805048071636,39015
