layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
decoder,0,all,stem_final_match,linear,0.7005607644818317,0.5000072712495143,0.20055349323231741,43560
decoder,0,all,conjugation,linear,0.6751430189439342,0.34656473829201107,0.3285782806519232,43560
decoder,0,all,l_shaped,linear,0.831558769513315,0.5243404499540864,0.3072183195592286,43560
decoder,0,stemfinal_same,l_shaped,linear,0.7235276332974253,0.4941459205310835,0.22938171276634178,38175
decoder,1,all,stem_final_match,linear,0.7208099477314327,0.4999305417057102,0.22087940602572248,43560
decoder,1,all,conjugation,linear,0.5904810685235067,0.31153259871441696,0.2789484698090897,43560
decoder,1,all,l_shaped,linear,0.9268617998163453,0.4881806703397613,0.438681129476584,43560
decoder,1,stemfinal_same,l_shaped,linear,0.7728877237246257,0.4563508736906002,0.3165368500340255,38175
decoder,2,all,stem_final_match,linear,0.7918141072321319,0.499676375459873,0.2921377317722589,43560
decoder,2,all,conjugation,linear,0.5877793846816106,0.35730578512396693,0.23047359955764368,43560
decoder,2,all,l_shaped,linear,0.8417745638200185,0.48390679522497704,0.35786776859504144,43560
decoder,2,stemfinal_same,l_shaped,linear,0.7430721192264376,0.4944457079014244,0.24862641132501317,38175
decoder,3,all,stem_final_match,linear,0.7570636867534573,0.5008336915566681,0.25622999519678913,43560
decoder,3,all,conjugation,linear,0.6237794450193036,0.3168732782369146,0.306906166782389,43560
decoder,3,all,l_shaped,linear,0.8508528466483012,0.49394191919191915,0.35691092745638203,43560
decoder,3,stemfinal_same,l_shaped,linear,0.7562991519358654,0.4695395426896968,0.2867596092461686,38175
