layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
encoder,0,all,stem_final_match,linear,0.7591374174330415,0.500099114304761,0.2590383031282806,43560
encoder,0,all,conjugation,linear,0.5546567451687069,0.3981533516988063,0.1565033934699006,43560
encoder,0,all,l_shaped,linear,0.6887752525252525,0.510713728191001,0.1780615243342515,43560
encoder,0,stemfinal_same,l_shaped,linear,0.6903783508518415,0.5502374581415899,0.14014089271025165,38175
encoder,1,all,stem_final_match,linear,0.7788928234267527,0.5006082327142997,0.27828459071245304,43560
encoder,1,all,conjugation,linear,0.643538432859007,0.3195968778696051,0.3239415549894019,43560
encoder,1,all,l_shaped,linear,0.7041563360881543,0.4974754361799817,0.20668089990817262,43560
encoder,1,stemfinal_same,l_shaped,linear,0.7163978966319877,0.476160529783418,0.24023736684856972,38175
encoder,2,all,stem_final_match,linear,0.7504957086775866,0.4992263183360913,0.2512693903414953,43560
encoder,2,all,conjugation,linear,0.6834493603153889,0.34310927456381995,0.340340085751569,43560
encoder,2,all,l_shaped,linear,0.7415197428833793,0.4885183654729109,0.2530013774104684,43560
encoder,2,stemfinal_same,l_shaped,linear,0.7289130995848134,0.49410073286716577,0.23481236671764766,38175
encoder,3,all,stem_final_match,linear,0.6982534710039034,0.4995904262453056,0.19866304475859786,43560
encoder,3,all,conjugation,linear,0.7539984120079813,0.3283223140495868,0.42567609795839456,43560
encoder,3,all,l_shaped,linear,0.7308964646464645,0.4783092286501377,0.2525872359963268,43560
encoder,3,stemfinal_same,l_shaped,linear,0.7142525446864123,0.4516780921092517,0.2625744525771606,38175
decoder,0,all,stem_final_match,linear,0.7228293108876183,0.5000027212946241,0.22282658959299417,43560
decoder,0,all,conjugation,linear,0.5590210497497787,0.31970615243342515,0.23931489731635358,43560
decoder,0,all,l_shaped,linear,0.7215828741965106,0.5203578971533517,0.2012249770431589,43560
decoder,0,stemfinal_same,l_shaped,linear,0.7701918461617592,0.5050668226592542,0.265125023502505,38175
decoder,1,all,stem_final_match,linear,0.7982447327,0.4999244021215339,0.2983203305784661,43560
decoder,1,all,conjugation,linear,0.5917422691955665,0.3023351698806244,0.2894070993149421,43560
decoder,1,all,l_shaped,linear,0.7897646923783287,0.4682966023875115,0.3214680899908172,43560
decoder,1,stemfinal_same,l_shaped,linear,0.7932202510510951,0.4968308507433464,0.2963894003077487,38175
decoder,2,all,stem_final_match,linear,0.8106754880151026,0.4999807326223478,0.31069475539275476,43560
decoder,2,all,conjugation,linear,0.6280870567843733,0.3677153351698807,0.26037172161449257,43560
decoder,2,all,l_shaped,linear,0.7875,0.5393353994490359,0.24816460055096412,43560
decoder,2,stemfinal_same,l_shaped,linear,0.8035764141179197,0.4818258437829136,0.3217505703350061,38175
decoder,3,all,stem_final_match,linear,0.7996524633215405,0.4999921476561278,0.2996603156654127,43560
decoder,3,all,conjugation,linear,0.6264725467999861,0.3438585858585858,0.2826139609414003,43560
decoder,3,all,l_shaped,linear,0.7828535353535354,0.5448119834710743,0.23804155188246112,43560
decoder,3,stemfinal_same,l_shaped,linear,0.7916584967937229,0.51526551819062,0.27639297860310286,38175
