layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
decoder,0,all,stem_final_match,linear,0.5432402982580627,0.49922743919350837,0.04401285906455438,43560
decoder,0,all,conjugation,linear,0.3552249770431589,0.3186859504132231,0.0365390266299358,43560
decoder,0,all,l_shaped,linear,0.6322187786960514,0.50737419651056,0.12484458218549133,43560
decoder,0,stemfinal_same,l_shaped,linear,0.6791444836395748,0.4549806646628457,0.2241638189767291,38580
decoder,1,all,stem_final_match,linear,0.5800354908229817,0.49981370493670363,0.08022178588627804,43560
decoder,1,all,conjugation,linear,0.3612791551882461,0.2750683195592286,0.08621083562901749,43560
decoder,1,all,l_shaped,linear,0.6927662993572083,0.5560977961432508,0.13666850321395752,43560
decoder,1,stemfinal_same,l_shaped,linear,0.7916074415536906,0.5422757872254245,0.2493316543282661,38580
decoder,2,all,stem_final_match,linear,0.5572206630435165,0.5006569164727707,0.05656374657074581,43560
decoder,2,all,conjugation,linear,0.3300982552800734,0.34691533516988066,-0.01681707988980724,43560
decoder,2,all,l_shaped,linear,0.7212431129476584,0.5061958218549127,0.21504729109274567,43560
decoder,2,stemfinal_same,l_shaped,linear,0.7449739032371602,0.48400103153371515,0.260972871703445,38580
decoder,3,all,stem_final_match,linear,0.5472584386105478,0.5000773969815738,0.04718104162897396,43560
decoder,3,all,conjugation,linear,0.33711845730027545,0.36842442607897147,-0.031305968778696014,43560
decoder,3,all,l_shaped,linear,0.7543663911845729,0.4647587235996327,0.2896076675849402,43560
decoder,3,stemfinal_same,l_shaped,linear,0.7701975043724022,0.4390642794087916,0.3311332249636106,38580
