layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
encoder,0,all,stem_final_match,linear,0.6238432605056443,0.49953653122590885,0.12430672927973546,43560
encoder,0,all,conjugation,linear,0.3294563820018366,0.2972901744719927,0.03216620752984389,43560
encoder,0,all,l_shaped,linear,0.6790645087235997,0.533212580348944,0.14585192837465566,43560
encoder,0,stemfinal_same,l_shaped,linear,0.5776809725375868,0.47566217654793314,0.10201879598965363,38580
encoder,1,all,stem_final_match,linear,0.6504214904681841,0.500705342092677,0.14971614837550706,43560
encoder,1,all,conjugation,linear,0.32765105601469235,0.2921397612488521,0.03551129476584025,43560
encoder,1,all,l_shaped,linear,0.6274093204775023,0.5241949035812672,0.10321441689623512,43560
encoder,1,stemfinal_same,l_shaped,linear,0.5755431278558013,0.4922344589189126,0.08330866893688871,38580
encoder,2,all,stem_final_match,linear,0.6324028424784021,0.5002627058234734,0.13214013665492863,43560
encoder,2,all,conjugation,linear,0.3331294765840221,0.32804719926538106,0.005082277318641026,43560
encoder,2,all,l_shaped,linear,0.637689393939394,0.522379476584022,0.115309917355372,43560
encoder,2,stemfinal_same,l_shaped,linear,0.5804574504255953,0.5282979177626075,0.052159532662987784,38580
encoder,3,all,stem_final_match,linear,0.6309821999019966,0.5001989146227508,0.13078328527924576,43560
encoder,3,all,conjugation,linear,0.3358999081726355,0.3859779614325069,-0.05007805325987141,43560
encoder,3,all,l_shaped,linear,0.6245064279155189,0.4973826905417814,0.1271237373737375,43560
encoder,3,stemfinal_same,l_shaped,linear,0.560857121692892,0.45575793941645204,0.10509918227644,38580
decoder,0,all,stem_final_match,linear,0.6796210169789376,0.4999557090028802,0.1796653079760574,43560
decoder,0,all,conjugation,linear,0.33908356290174474,0.34135353535353535,-0.002269972451790614,43560
decoder,0,all,l_shaped,linear,0.6829522497704316,0.469070707070707,0.21388154269972454,43560
decoder,0,stemfinal_same,l_shaped,linear,0.7670752183789694,0.4760984865913283,0.2909767317876411,38580
decoder,1,all,stem_final_match,linear,0.6951537231427456,0.5001056593596005,0.1950480637831451,43560
decoder,1,all,conjugation,linear,0.39491276400367303,0.34824481175390265,0.046667952249770384,43560
decoder,1,all,l_shaped,linear,0.6966483011937556,0.519260101010101,0.17738820018365464,43560
decoder,1,stemfinal_same,l_shaped,linear,0.7968980986644217,0.539765592531493,0.2571325061329287,38580
decoder,2,all,stem_final_match,linear,0.7391523430815445,0.5001129704526626,0.23903937262888197,43560
decoder,2,all,conjugation,linear,0.3841900826446281,0.34699504132231407,0.03719504132231405,43560
decoder,2,all,l_shaped,linear,0.7295408631772269,0.4974017447199266,0.2321391184573003,43560
decoder,2,stemfinal_same,l_shaped,linear,0.8425001062518593,0.4803772890492901,0.3621228172025692,38580
decoder,3,all,stem_final_match,linear,0.7292884739258831,0.5000476362005131,0.22924083772537007,43560
decoder,3,all,conjugation,linear,0.4182047750229569,0.3138170798898071,0.10438769513314977,43560
decoder,3,all,l_shaped,linear,0.736334940312213,0.48010353535353534,0.2562314049586777,43560
decoder,3,stemfinal_same,l_shaped,linear,0.8358839081451602,0.504812753430767,0.3310711547143932,38580
