layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
decoder,0,all,stem_final_match,linear,0.6177009282984652,0.501147815486164,0.11655311281230119,43120
decoder,0,all,conjugation,linear,0.4504992742676027,0.3380927426760271,0.1124065315915756,43120
decoder,0,all,l_shaped,linear,0.7664986766056285,0.47066314211635063,0.2958355344892779,43120
decoder,0,stemfinal_same,l_shaped,linear,0.7257578627960645,0.47788295134751707,0.2478749114485474,38727
decoder,1,all,stem_final_match,linear,0.6288890322274201,0.49960113590482697,0.12928789632259313,43120
decoder,1,all,conjugation,linear,0.5696747533990936,0.3315325039248793,0.23814224947421425,43120
decoder,1,all,l_shaped,linear,0.8265129908712796,0.5334905201750122,0.2930224706962674,43120
decoder,1,stemfinal_same,l_shaped,linear,0.8127611408868903,0.4514329150868826,0.36132822580000773,38727
decoder,2,all,stem_final_match,linear,0.6714259132524946,0.49966369224876567,0.1717622210037289,43120
decoder,2,all,conjugation,linear,0.5463649989632394,0.3756118427678545,0.17075315619538495,43120
decoder,2,all,l_shaped,linear,0.8358953168044078,0.5108031788472965,0.3250921379571112,43120
decoder,2,stemfinal_same,l_shaped,linear,0.7710853578790496,0.48771354125171407,0.28337181662733557,38727
decoder,3,all,stem_final_match,linear,0.6747243422941013,0.5003937512233403,0.174330591070761,43120
decoder,3,all,conjugation,linear,0.6081660297994609,0.3324710684558192,0.2756949613436417,43120
decoder,3,all,l_shaped,linear,0.8092368200723815,0.47316559984875495,0.33607122022362657,43120
decoder,3,stemfinal_same,l_shaped,linear,0.7347924016370244,0.46893358049179135,0.26585882114523307,38727
