layer_type,layer_index,mood_bal_acc,p_sbjv_1sgind_L,p_sbjv_1sgind_NL,frac_sbjv_1sgind_L,frac_sbjv_1sgind_NL,n_1sgind_L,n_1sgind_NL,lshaped_nonar,lshaped_nonar_control,lshaped_nonar_selectivity,n_nonar,n_nonar_L_lemmas,n_nonar_NL_lemmas
encoder,3,0.942910927456382,0.9700507958648928,0.9363691919363696,0.9766233766233766,0.9399075500770416,385,3245,0.6684986225895316,0.4581276200742604,0.21037100251527124,7865,7,5
decoder,1,0.9521671258034894,0.5826298186827814,0.4539008505296531,0.5922077922077922,0.4576271186440678,385,3245,0.7739600550964187,0.48247113426757693,0.2914889208288418,7865,7,5
decoder,2,0.9344490358126721,0.742400325294925,0.48996381203422673,0.7584415584415585,0.4902927580893683,385,3245,0.798767217630854,0.5442140974967062,0.25455312013414777,7865,7,5
