layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.603544,0.166640,0.806812,0.080162,0.499872,0.000534,0.103672,0.872226,0.004334,-0.065415,sample,5,0.500000,0.876377,2,43560
encoder,0,all,content-pool,conjugation,linear,0.434398,0.262967,0.681655,0.105209,0.345145,0.044652,0.089253,0.675619,0.037910,0.006036,group,5,0.333333,0.819444,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.689525,0.244214,0.855984,0.101699,0.462061,0.069695,0.227464,0.752540,0.043483,0.103444,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.602829,0.167245,0.802510,0.079999,0.499877,0.000247,0.102953,0.874170,0.004421,-0.071660,sample,5,0.500000,0.876377,2,43560
encoder,1,all,content-pool,conjugation,linear,0.387963,0.279804,0.657681,0.123224,0.361458,0.077559,0.026505,0.697145,0.042630,-0.039464,group,5,0.333333,0.819444,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.663595,0.253800,0.834725,0.111610,0.509039,0.067099,0.154556,0.766942,0.055545,0.067784,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.663211,0.124332,0.859555,0.072210,0.500125,0.000292,0.163086,0.874987,0.002717,-0.015432,sample,5,0.500000,0.876377,2,43560
encoder,2,all,content-pool,conjugation,linear,0.402030,0.264881,0.689426,0.095522,0.310748,0.063099,0.091282,0.673590,0.033294,0.015835,group,5,0.333333,0.819444,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.653524,0.240983,0.856019,0.090196,0.456247,0.037841,0.197277,0.769578,0.036523,0.086441,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.618149,0.150449,0.845589,0.074790,0.499950,0.000094,0.118199,0.876238,0.000280,-0.030649,sample,5,0.500000,0.876377,2,43560
encoder,3,all,content-pool,conjugation,linear,0.412562,0.258807,0.716853,0.084943,0.315946,0.023249,0.096616,0.700278,0.027931,0.016575,group,5,0.333333,0.819444,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.654985,0.237861,0.860743,0.085167,0.517185,0.071010,0.137800,0.804479,0.025552,0.056263,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.584067,0.107389,0.803937,0.066476,0.500095,0.000664,0.083972,0.871943,0.005086,-0.068006,sample,5,0.500000,0.876377,2,43560
decoder,0,all,content-pool,conjugation,linear,0.424461,0.218064,0.754680,0.044805,0.306129,0.051750,0.118333,0.694869,0.032616,0.059812,group,5,0.333333,0.819444,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.721747,0.166333,0.858540,0.060846,0.549831,0.051701,0.171916,0.829903,0.013940,0.028637,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.556308,0.116332,0.804691,0.063927,0.499804,0.000274,0.056504,0.875629,0.001280,-0.070937,sample,5,0.500000,0.876377,2,43560
decoder,1,all,content-pool,conjugation,linear,0.442716,0.221860,0.773575,0.047828,0.286900,0.023711,0.155816,0.687881,0.024597,0.085694,group,5,0.333333,0.819444,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.727003,0.137881,0.853145,0.056061,0.498678,0.101100,0.228325,0.789150,0.048106,0.063996,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.565071,0.111405,0.775672,0.056991,0.499926,0.000141,0.065145,0.875596,0.001216,-0.099923,sample,5,0.500000,0.876377,2,43560
decoder,2,all,content-pool,conjugation,linear,0.479530,0.240722,0.767055,0.069168,0.361792,0.046664,0.117738,0.743857,0.032650,0.023197,group,5,0.333333,0.819444,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.741358,0.150248,0.860320,0.080372,0.535658,0.022481,0.205700,0.815926,0.024967,0.044394,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.584509,0.064104,0.825501,0.033074,0.499946,0.000140,0.084563,0.876016,0.000427,-0.050515,sample,5,0.500000,0.876377,2,43560
decoder,3,all,content-pool,conjugation,linear,0.409651,0.221651,0.718548,0.075648,0.320264,0.053749,0.089387,0.661308,0.028324,0.057240,group,5,0.333333,0.819444,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.749125,0.151337,0.857622,0.116475,0.500747,0.084218,0.248379,0.808429,0.031980,0.049194,group,5,0.500000,0.893939,2,43560
