layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.474531,0.055323,0.703106,0.099807,0.500050,0.000100,-0.025519,0.883313,0.004719,-0.180207,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.363998,0.143698,0.666121,0.114681,0.369353,0.040015,-0.005354,0.693008,0.051159,-0.026887,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.642866,0.210625,0.823460,0.045032,0.505072,0.083051,0.137794,0.794653,0.039137,0.028807,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.491426,0.048248,0.729596,0.071275,0.500020,0.000027,-0.008594,0.885494,0.000153,-0.155898,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.365138,0.135718,0.709932,0.119097,0.307179,0.036652,0.057958,0.656991,0.021549,0.052941,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.641907,0.195699,0.840303,0.040334,0.569305,0.070987,0.072601,0.818436,0.048656,0.021867,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.438326,0.036211,0.686724,0.066170,0.500011,0.000087,-0.061685,0.885570,0.000108,-0.198846,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.401995,0.154215,0.727845,0.140101,0.386354,0.051997,0.015642,0.682582,0.038862,0.045263,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.610568,0.163604,0.831662,0.033465,0.450920,0.055416,0.159648,0.767705,0.042506,0.063957,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.439976,0.048384,0.679657,0.075827,0.499990,0.000075,-0.060014,0.883894,0.003408,-0.204237,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.408228,0.171931,0.746337,0.107500,0.413892,0.074826,-0.005664,0.709444,0.023475,0.036893,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.602513,0.161938,0.846885,0.040411,0.492263,0.042857,0.110250,0.798233,0.034629,0.048652,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.500231,0.033426,0.798791,0.049872,0.500294,0.000882,-0.000063,0.881262,0.004182,-0.082471,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.357942,0.066941,0.700678,0.061017,0.316779,0.067705,0.041164,0.693370,0.029398,0.007308,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.587247,0.144455,0.837940,0.057317,0.571229,0.009381,0.016018,0.842443,0.028405,-0.004503,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.492922,0.062984,0.772154,0.108640,0.499964,0.000070,-0.007041,0.884985,0.000872,-0.112831,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.353897,0.091655,0.713213,0.032913,0.314758,0.042470,0.039140,0.704470,0.040471,0.008743,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.706843,0.183871,0.868445,0.061781,0.472561,0.046043,0.234282,0.797723,0.032704,0.070722,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.507718,0.049258,0.803514,0.051463,0.499875,0.000165,0.007844,0.885292,0.000542,-0.081779,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.361766,0.069552,0.742796,0.033675,0.310493,0.027389,0.051273,0.653377,0.032099,0.089418,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.576654,0.117451,0.828748,0.056639,0.468218,0.027176,0.108436,0.800692,0.030109,0.028056,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.511334,0.044909,0.802121,0.041818,0.499989,0.000021,0.011345,0.885068,0.001223,-0.082947,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.308364,0.035411,0.732940,0.033042,0.282342,0.048015,0.026022,0.626321,0.051656,0.106620,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.524417,0.193586,0.772453,0.051995,0.448426,0.033679,0.075991,0.767741,0.028302,0.004711,group,5,0.500000,0.893939,2,43560
