layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.502588,0.064984,0.774693,0.070433,0.500043,0.000100,0.002545,0.884786,0.001748,-0.110093,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.272680,0.052958,0.661625,0.107656,0.371771,0.035639,-0.099090,0.690154,0.039041,-0.028528,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.563523,0.167035,0.792438,0.055956,0.519655,0.107280,0.043867,0.788409,0.050220,0.004029,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.441625,0.074832,0.681165,0.154202,0.499907,0.000268,-0.058283,0.882301,0.005380,-0.201136,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.360987,0.130641,0.694838,0.109454,0.336522,0.059025,0.024465,0.662676,0.029191,0.032162,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.662386,0.230193,0.812471,0.073014,0.605811,0.045292,0.056576,0.831835,0.028933,-0.019364,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.451164,0.054301,0.690115,0.104067,0.500033,0.000051,-0.048869,0.884185,0.002711,-0.194069,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.363575,0.128463,0.694256,0.091850,0.361028,0.060178,0.002547,0.671652,0.033613,0.022604,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.622525,0.193437,0.807917,0.072499,0.459950,0.041979,0.162576,0.772995,0.017217,0.034922,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.507894,0.102959,0.697251,0.130902,0.500007,0.000014,0.007887,0.885655,0.000036,-0.188404,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.358328,0.096702,0.729710,0.096083,0.405500,0.069285,-0.047172,0.688330,0.016195,0.041380,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.581995,0.120222,0.830631,0.072067,0.500363,0.019582,0.081632,0.802031,0.023088,0.028600,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.497037,0.066844,0.772009,0.073016,0.500159,0.000139,-0.003122,0.884414,0.001249,-0.112405,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.329774,0.065105,0.674204,0.075491,0.329522,0.036974,0.000252,0.690352,0.027349,-0.016148,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.547891,0.093105,0.795801,0.060498,0.556641,0.052368,-0.008750,0.836159,0.025092,-0.040358,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.539922,0.033979,0.837908,0.033941,0.500011,0.000066,0.039911,0.885443,0.000282,-0.047535,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.390107,0.099856,0.693193,0.095881,0.315289,0.044600,0.074818,0.690760,0.033980,0.002434,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.633540,0.163654,0.838740,0.018549,0.489881,0.047698,0.143659,0.804789,0.025742,0.033951,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.560388,0.060910,0.805559,0.066544,0.499585,0.000669,0.060804,0.882604,0.003516,-0.077045,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.332875,0.060603,0.721770,0.042123,0.295311,0.026363,0.037564,0.669804,0.039350,0.051966,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.529743,0.166742,0.798020,0.041755,0.495632,0.040366,0.034110,0.814001,0.012920,-0.015981,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.557420,0.098795,0.784585,0.131873,0.499833,0.000399,0.057586,0.883532,0.003900,-0.098947,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.301061,0.033721,0.715681,0.041180,0.278711,0.052281,0.022350,0.631949,0.054821,0.083732,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.496911,0.182701,0.721485,0.054868,0.476098,0.069366,0.020813,0.783016,0.044663,-0.061530,group,5,0.500000,0.893939,2,43560
