layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.612622,0.130008,0.820428,0.051381,0.500002,0.000003,0.112620,0.874057,0.004646,-0.053629,sample,5,0.500000,0.876377,2,43560
encoder,0,all,content-pool,conjugation,linear,0.465777,0.271335,0.713110,0.107745,0.340593,0.042813,0.125184,0.669340,0.043539,0.043770,group,5,0.333333,0.819444,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.632625,0.258316,0.815566,0.102965,0.493579,0.064754,0.139046,0.778560,0.040481,0.037006,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.619447,0.129567,0.825308,0.044768,0.500406,0.000688,0.119041,0.872557,0.003969,-0.047249,sample,5,0.500000,0.876377,2,43560
encoder,1,all,content-pool,conjugation,linear,0.415109,0.280176,0.700658,0.123609,0.372827,0.070196,0.042282,0.708356,0.039790,-0.007698,group,5,0.333333,0.819444,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.621171,0.243671,0.784912,0.131821,0.547551,0.074402,0.073619,0.773845,0.058478,0.011066,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.616500,0.101925,0.833172,0.044548,0.500180,0.000312,0.116320,0.874064,0.004440,-0.040891,sample,5,0.500000,0.876377,2,43560
encoder,2,all,content-pool,conjugation,linear,0.410390,0.276899,0.709680,0.110490,0.316679,0.053377,0.093711,0.690526,0.031952,0.019154,group,5,0.333333,0.819444,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.672074,0.220375,0.835137,0.099041,0.461714,0.035009,0.210360,0.776388,0.026423,0.058748,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.661192,0.105017,0.853146,0.044568,0.500050,0.000127,0.161142,0.876071,0.000582,-0.022925,sample,5,0.500000,0.876377,2,43560
encoder,3,all,content-pool,conjugation,linear,0.404114,0.254836,0.696119,0.088048,0.310301,0.036902,0.093813,0.699863,0.029160,-0.003745,group,5,0.333333,0.819444,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.699851,0.230578,0.853200,0.083724,0.506971,0.075653,0.192880,0.794098,0.034350,0.059103,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.557578,0.071602,0.796444,0.038633,0.499633,0.000349,0.057944,0.872890,0.003984,-0.076446,sample,5,0.500000,0.876377,2,43560
decoder,0,all,content-pool,conjugation,linear,0.361046,0.093370,0.736507,0.057461,0.320785,0.069890,0.040261,0.702953,0.042978,0.033554,group,5,0.333333,0.819444,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.601273,0.083171,0.823029,0.095485,0.534804,0.076866,0.066469,0.830934,0.024883,-0.007905,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.618657,0.038925,0.874124,0.037489,0.500213,0.000238,0.118444,0.873517,0.003620,0.000607,sample,5,0.500000,0.876377,2,43560
decoder,1,all,content-pool,conjugation,linear,0.472803,0.236796,0.777376,0.061477,0.304786,0.058334,0.168017,0.682884,0.033953,0.094492,group,5,0.333333,0.819444,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.730575,0.118665,0.876026,0.066625,0.515753,0.088285,0.214822,0.818368,0.030247,0.057658,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.625095,0.055190,0.841376,0.036212,0.499936,0.000121,0.125159,0.875954,0.000839,-0.034578,sample,5,0.500000,0.876377,2,43560
decoder,2,all,content-pool,conjugation,linear,0.539187,0.233995,0.785718,0.066330,0.350745,0.042613,0.188443,0.717874,0.026727,0.067843,group,5,0.333333,0.819444,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.743522,0.140100,0.899334,0.071231,0.536764,0.047281,0.206757,0.808644,0.037164,0.090690,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.540944,0.085572,0.793341,0.051604,0.500046,0.000210,0.040898,0.872505,0.003950,-0.079164,sample,5,0.500000,0.876377,2,43560
decoder,3,all,content-pool,conjugation,linear,0.459199,0.232053,0.736617,0.094917,0.285861,0.024354,0.173338,0.651399,0.011545,0.085217,group,5,0.333333,0.819444,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.727068,0.173810,0.863014,0.109171,0.512891,0.084918,0.214177,0.794625,0.038221,0.068389,group,5,0.500000,0.893939,2,43560
