layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.521637,0.094740,0.769343,0.084203,0.500000,0.000000,0.021637,0.885672,0.000005,-0.116328,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.332371,0.127116,0.650147,0.112281,0.376351,0.035382,-0.043980,0.689030,0.046625,-0.038883,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.571338,0.156440,0.794554,0.066092,0.516247,0.080205,0.055091,0.789937,0.055256,0.004616,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.493867,0.059565,0.748470,0.105887,0.499855,0.000345,-0.005988,0.884498,0.001677,-0.136027,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.380195,0.148686,0.709267,0.137532,0.314168,0.024955,0.066027,0.679561,0.019757,0.029706,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.619659,0.208221,0.780811,0.066456,0.572470,0.068859,0.047189,0.820486,0.032887,-0.039675,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.485593,0.042619,0.721890,0.126945,0.500168,0.000266,-0.014575,0.884767,0.001669,-0.162877,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.333613,0.134113,0.710876,0.140462,0.361066,0.060371,-0.027453,0.674558,0.048355,0.036317,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.589470,0.161801,0.780796,0.045186,0.463457,0.043222,0.126012,0.787332,0.030060,-0.006536,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.534621,0.088876,0.726768,0.142342,0.500071,0.000352,0.034549,0.884658,0.001173,-0.157890,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.401667,0.167855,0.740130,0.121381,0.382383,0.058086,0.019283,0.686420,0.024629,0.053710,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.556096,0.189509,0.827176,0.041260,0.496471,0.041161,0.059625,0.793388,0.028698,0.033788,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.507299,0.045524,0.836504,0.059797,0.500376,0.000864,0.006923,0.883193,0.002427,-0.046688,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.353473,0.084337,0.675698,0.092652,0.332969,0.041937,0.020504,0.689224,0.039825,-0.013527,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.563624,0.091688,0.805513,0.103716,0.518654,0.072555,0.044970,0.809138,0.045524,-0.003625,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.557945,0.035457,0.840855,0.040457,0.500107,0.000235,0.057838,0.885459,0.000328,-0.044604,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.398088,0.074307,0.723298,0.059394,0.335404,0.035857,0.062684,0.721289,0.029352,0.002009,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.594230,0.171667,0.824605,0.050968,0.480543,0.050141,0.113687,0.810622,0.029752,0.013983,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.572162,0.110654,0.791017,0.055742,0.499979,0.000031,0.072183,0.885636,0.000050,-0.094618,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.417898,0.100893,0.777649,0.015357,0.308265,0.029952,0.109633,0.659808,0.041624,0.117841,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.562146,0.188083,0.801017,0.065992,0.499673,0.079829,0.062474,0.805152,0.045761,-0.004135,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.511787,0.052507,0.782698,0.068910,0.499957,0.000086,0.011830,0.883821,0.003718,-0.101122,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.355338,0.085975,0.732246,0.049655,0.274871,0.043076,0.080467,0.628233,0.039037,0.104013,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.524648,0.169348,0.746956,0.045701,0.453388,0.042301,0.071260,0.765771,0.018365,-0.018814,group,5,0.500000,0.893939,2,43560
