layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.631674,0.097127,0.873010,0.057128,0.499824,0.000339,0.131850,0.893156,0.004993,-0.020146,sample,5,0.500000,0.895661,2,43560
encoder,0,all,content-pool,conjugation,linear,0.558583,0.131449,0.707363,0.096945,0.329526,0.037874,0.229057,0.581633,0.029329,0.125730,group,5,0.333333,0.787879,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.791061,0.164474,0.914922,0.014575,0.531618,0.062059,0.259443,0.824113,0.029423,0.090809,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.599741,0.064575,0.841023,0.032733,0.500066,0.000132,0.099675,0.895369,0.000597,-0.054346,sample,5,0.500000,0.895661,2,43560
encoder,1,all,content-pool,conjugation,linear,0.538147,0.183078,0.696394,0.108192,0.329955,0.055378,0.208192,0.624227,0.023043,0.072167,group,5,0.333333,0.787879,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.821527,0.180248,0.944036,0.027234,0.494775,0.054452,0.326752,0.811239,0.027079,0.132797,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.612122,0.149471,0.846486,0.070838,0.500016,0.000219,0.112107,0.895294,0.000464,-0.048808,sample,5,0.500000,0.895661,2,43560
encoder,2,all,content-pool,conjugation,linear,0.665707,0.214704,0.765924,0.135784,0.354415,0.064992,0.311292,0.613951,0.044801,0.151973,group,5,0.333333,0.787879,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.864785,0.159316,0.941998,0.052625,0.458531,0.026477,0.406254,0.784867,0.036960,0.157131,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.600817,0.174566,0.859825,0.047523,0.500094,0.000246,0.100723,0.894993,0.001029,-0.035168,sample,5,0.500000,0.895661,2,43560
encoder,3,all,content-pool,conjugation,linear,0.735337,0.155915,0.813871,0.076663,0.315358,0.025713,0.419979,0.598343,0.024460,0.215528,group,5,0.333333,0.787879,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.924609,0.071727,0.957809,0.040835,0.511131,0.061605,0.413478,0.808394,0.047581,0.149415,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.539759,0.064340,0.812000,0.059145,0.500051,0.000715,0.039707,0.892062,0.004662,-0.080062,sample,5,0.500000,0.895661,2,43560
decoder,0,all,content-pool,conjugation,linear,0.530698,0.141914,0.754354,0.036443,0.340418,0.060962,0.190280,0.649715,0.049884,0.104639,group,5,0.333333,0.787879,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.727425,0.161474,0.909780,0.026704,0.511794,0.061962,0.215631,0.821489,0.036850,0.088291,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.621482,0.098652,0.883246,0.028353,0.500059,0.000155,0.121423,0.894750,0.001193,-0.011504,sample,5,0.500000,0.895661,2,43560
decoder,1,all,content-pool,conjugation,linear,0.643038,0.151234,0.793756,0.063994,0.359197,0.034479,0.283841,0.671117,0.036027,0.122640,group,5,0.333333,0.787879,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.813227,0.152355,0.918325,0.061679,0.484047,0.047465,0.329180,0.815314,0.020541,0.103011,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.593623,0.099889,0.859988,0.041416,0.500007,0.000068,0.093617,0.894944,0.001359,-0.034957,sample,5,0.500000,0.895661,2,43560
decoder,2,all,content-pool,conjugation,linear,0.634821,0.167259,0.781625,0.056419,0.300687,0.059623,0.334134,0.598773,0.063168,0.182852,group,5,0.333333,0.787879,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.857992,0.195183,0.941953,0.043956,0.470429,0.059634,0.387564,0.800837,0.035017,0.141116,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.605546,0.096131,0.868634,0.038769,0.500356,0.000745,0.105189,0.889933,0.006849,-0.021299,sample,5,0.500000,0.895661,2,43560
decoder,3,all,content-pool,conjugation,linear,0.572653,0.234135,0.768383,0.051662,0.315905,0.055869,0.256748,0.598613,0.040249,0.169770,group,5,0.333333,0.787879,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.810549,0.179227,0.912331,0.029154,0.502262,0.059256,0.308287,0.790602,0.021707,0.121729,group,5,0.500000,0.893939,2,43560
