layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.580725,0.047265,0.855017,0.069806,0.499979,0.001282,0.080747,0.889551,0.007755,-0.034534,sample,5,0.500000,0.895661,2,43560
encoder,0,all,content-pool,conjugation,linear,0.558946,0.124749,0.713165,0.075400,0.314681,0.031363,0.244265,0.575562,0.052236,0.137603,group,5,0.333333,0.787879,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.750922,0.170961,0.911309,0.040749,0.548583,0.053074,0.202339,0.824742,0.022804,0.086567,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.542234,0.078821,0.839948,0.068165,0.499980,0.000030,0.042254,0.894778,0.001604,-0.054829,sample,5,0.500000,0.895661,2,43560
encoder,1,all,content-pool,conjugation,linear,0.617524,0.163009,0.727924,0.088532,0.316466,0.057937,0.301059,0.624587,0.023049,0.103337,group,5,0.333333,0.787879,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.816049,0.175601,0.934409,0.053502,0.489419,0.014666,0.326630,0.808905,0.026445,0.125503,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.588109,0.064491,0.870920,0.039584,0.499776,0.000333,0.088333,0.893102,0.004240,-0.022181,sample,5,0.500000,0.895661,2,43560
encoder,2,all,content-pool,conjugation,linear,0.647875,0.175273,0.790783,0.073112,0.354088,0.037520,0.293788,0.605865,0.037905,0.184918,group,5,0.333333,0.787879,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.818598,0.178405,0.932801,0.055725,0.484098,0.035349,0.334500,0.803833,0.024435,0.128967,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.591487,0.039964,0.847330,0.043726,0.499919,0.000215,0.091568,0.894626,0.001501,-0.047296,sample,5,0.500000,0.895661,2,43560
encoder,3,all,content-pool,conjugation,linear,0.694350,0.149747,0.783984,0.089974,0.315927,0.055178,0.378422,0.613390,0.045252,0.170594,group,5,0.333333,0.787879,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.818144,0.178791,0.936460,0.049614,0.476285,0.036784,0.341859,0.798985,0.029240,0.137475,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.533133,0.040282,0.805852,0.081079,0.500005,0.000120,0.033128,0.892813,0.003490,-0.086960,sample,5,0.500000,0.895661,2,43560
decoder,0,all,content-pool,conjugation,linear,0.594804,0.152207,0.779324,0.072065,0.413350,0.112446,0.181454,0.694823,0.044266,0.084501,group,5,0.333333,0.787879,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.737792,0.179756,0.929426,0.024713,0.476170,0.028516,0.261622,0.809555,0.017526,0.119870,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.609232,0.077520,0.881848,0.023223,0.499960,0.000066,0.109272,0.894875,0.000756,-0.013027,sample,5,0.500000,0.895661,2,43560
decoder,1,all,content-pool,conjugation,linear,0.656204,0.142675,0.808047,0.072713,0.326001,0.026974,0.330202,0.653565,0.021158,0.154482,group,5,0.333333,0.787879,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.835543,0.130655,0.944457,0.033349,0.506033,0.087587,0.329510,0.827318,0.036362,0.117140,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.623086,0.076151,0.890480,0.030572,0.500007,0.000038,0.123079,0.895047,0.001109,-0.004567,sample,5,0.500000,0.895661,2,43560
decoder,2,all,content-pool,conjugation,linear,0.604380,0.128937,0.772106,0.018629,0.344639,0.088845,0.259741,0.624882,0.051090,0.147224,group,5,0.333333,0.787879,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.875391,0.132165,0.959061,0.027639,0.497950,0.048517,0.377442,0.799976,0.033756,0.159085,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.602854,0.095561,0.877817,0.045711,0.500009,0.000012,0.102845,0.892807,0.004221,-0.014990,sample,5,0.500000,0.895661,2,43560
decoder,3,all,content-pool,conjugation,linear,0.526637,0.198224,0.739948,0.041548,0.336475,0.081096,0.190163,0.611170,0.064480,0.128778,group,5,0.333333,0.787879,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.783928,0.164834,0.925929,0.035104,0.526171,0.065721,0.257757,0.808026,0.038363,0.117903,group,5,0.500000,0.893939,2,43560
