layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.630030,0.146290,0.895773,0.066746,0.499571,0.000544,0.130460,0.890857,0.005889,0.004916,sample,5,0.500000,0.895661,2,43560
encoder,0,all,content-pool,conjugation,linear,0.543825,0.153286,0.674184,0.077289,0.345692,0.051633,0.198133,0.593777,0.021568,0.080407,group,5,0.333333,0.787879,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.759475,0.165162,0.912591,0.048643,0.550856,0.021613,0.208619,0.817291,0.017466,0.095299,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.622267,0.102152,0.886544,0.022242,0.500007,0.000014,0.122260,0.895644,0.000050,-0.009100,sample,5,0.500000,0.895661,2,43560
encoder,1,all,content-pool,conjugation,linear,0.621647,0.114711,0.747458,0.069677,0.320244,0.050727,0.301403,0.614934,0.019073,0.132523,group,5,0.333333,0.787879,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.836111,0.176638,0.940042,0.054476,0.496198,0.074022,0.339913,0.792250,0.047035,0.147792,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.593468,0.085738,0.864833,0.038401,0.499827,0.000194,0.093641,0.894827,0.000931,-0.029993,sample,5,0.500000,0.895661,2,43560
encoder,2,all,content-pool,conjugation,linear,0.635208,0.139944,0.721377,0.088515,0.329169,0.070096,0.306039,0.601256,0.054526,0.120121,group,5,0.333333,0.787879,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.866389,0.186126,0.947040,0.059533,0.473397,0.033424,0.392992,0.784474,0.051224,0.162566,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.656933,0.116364,0.887555,0.035336,0.500044,0.000116,0.156889,0.895596,0.000092,-0.008041,sample,5,0.500000,0.895661,2,43560
encoder,3,all,content-pool,conjugation,linear,0.667491,0.149144,0.758297,0.101531,0.320377,0.038245,0.347114,0.619198,0.018211,0.139099,group,5,0.333333,0.787879,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.856149,0.188534,0.951450,0.044371,0.510886,0.053386,0.345263,0.805091,0.023598,0.146359,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.568655,0.052166,0.878844,0.025959,0.500140,0.000473,0.068515,0.892191,0.003473,-0.013347,sample,5,0.500000,0.895661,2,43560
decoder,0,all,content-pool,conjugation,linear,0.556345,0.177279,0.729441,0.045178,0.361358,0.057937,0.194987,0.661278,0.029954,0.068163,group,5,0.333333,0.787879,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.708427,0.181931,0.914301,0.025831,0.459407,0.029244,0.249021,0.791777,0.028347,0.122524,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.575189,0.094453,0.862278,0.030311,0.500033,0.000103,0.075156,0.895506,0.000193,-0.033228,sample,5,0.500000,0.895661,2,43560
decoder,1,all,content-pool,conjugation,linear,0.570673,0.171112,0.736082,0.074642,0.322491,0.024207,0.248182,0.656075,0.018354,0.080007,group,5,0.333333,0.787879,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.787374,0.169652,0.925819,0.046523,0.496484,0.049806,0.290890,0.845409,0.021332,0.080410,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.599719,0.079886,0.868126,0.063369,0.499966,0.000050,0.099753,0.894939,0.001095,-0.026812,sample,5,0.500000,0.895661,2,43560
decoder,2,all,content-pool,conjugation,linear,0.577866,0.219846,0.762439,0.079628,0.324551,0.072633,0.253315,0.624072,0.052547,0.138368,group,5,0.333333,0.787879,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.824318,0.172351,0.929166,0.051765,0.485455,0.041448,0.338863,0.808801,0.042532,0.120365,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.569395,0.071323,0.865660,0.042761,0.499867,0.000260,0.069529,0.894150,0.002413,-0.028489,sample,5,0.500000,0.895661,2,43560
decoder,3,all,content-pool,conjugation,linear,0.541698,0.239531,0.756833,0.050631,0.300773,0.039906,0.240925,0.603136,0.047260,0.153698,group,5,0.333333,0.787879,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.693129,0.159297,0.897564,0.032901,0.522317,0.068225,0.170812,0.801783,0.041321,0.095781,group,5,0.500000,0.893939,2,43560
