layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
encoder,0,all,stem_final_match,linear,0.6059293626780597,0.5009057768900483,0.10502358578801141,43560
encoder,0,all,conjugation,linear,0.4007033976124886,0.31228282828282833,0.08842056932966025,43560
encoder,0,all,l_shaped,linear,0.7057828282828283,0.5870530303030304,0.11872979797979799,43560
encoder,0,stemfinal_same,l_shaped,linear,0.6133136341974961,0.46999541393925093,0.14331822025824514,38580
encoder,1,all,stem_final_match,linear,0.6407469659367635,0.5007291606558255,0.140017805280938,43560
encoder,1,all,conjugation,linear,0.34643342516069786,0.2735033976124885,0.07293002754820938,43560
encoder,1,all,l_shaped,linear,0.7292171717171717,0.5391037649219468,0.19011340679522493,43560
encoder,1,stemfinal_same,l_shaped,linear,0.6300851785739583,0.5196299849479485,0.11045519362600975,38580
encoder,2,all,stem_final_match,linear,0.5969964255545106,0.5003952521925815,0.09660117336192908,43560
encoder,2,all,conjugation,linear,0.32945913682277317,0.33991606978879707,-0.010456932966023902,43560
encoder,2,all,l_shaped,linear,0.6830555555555555,0.5010709366391185,0.18198461891643702,43560
encoder,2,stemfinal_same,l_shaped,linear,0.6422764745974663,0.5099097896946967,0.1323666849027696,38580
encoder,3,all,stem_final_match,linear,0.5558119035342771,0.5004497812314888,0.055362122302788364,43560
encoder,3,all,conjugation,linear,0.3076795224977043,0.36067823691460055,-0.05299871441689624,43560
encoder,3,all,l_shaped,linear,0.580222681359045,0.5026473829201101,0.07757529843893485,43560
encoder,3,stemfinal_same,l_shaped,linear,0.5962870456024942,0.44801889971123643,0.1482681458912578,38580
decoder,0,all,stem_final_match,linear,0.6639311500806382,0.49941091007605865,0.16452024000457954,43560
decoder,0,all,conjugation,linear,0.358593204775023,0.31928925619834714,0.03930394857667585,43560
decoder,0,all,l_shaped,linear,0.7424908172635446,0.4896772268135905,0.2528135904499541,43560
decoder,0,stemfinal_same,l_shaped,linear,0.7737606805611308,0.5064230917779347,0.26733758878319613,38580
decoder,1,all,stem_final_match,linear,0.6766843698933414,0.49994138408275957,0.1767429858105818,43560
decoder,1,all,conjugation,linear,0.3850918273645546,0.32326170798898074,0.061830119375573867,43560
decoder,1,all,l_shaped,linear,0.8062477043158861,0.5190936639118457,0.28715404040404036,43560
decoder,1,stemfinal_same,l_shaped,linear,0.8341402402216389,0.5044022854858901,0.32973795473574885,38580
decoder,2,all,stem_final_match,linear,0.7382361758951079,0.49998721238090277,0.23824896351420516,43560
decoder,2,all,conjugation,linear,0.4038200183654729,0.34391404958677685,0.05990596877869603,43560
decoder,2,all,l_shaped,linear,0.8078983011937557,0.46945087235996324,0.3384474288337925,43560
decoder,2,stemfinal_same,l_shaped,linear,0.841588590948445,0.45574357446316693,0.385845016485278,38580
decoder,3,all,stem_final_match,linear,0.7197216020652052,0.5002355801266528,0.21948602193855238,43560
decoder,3,all,conjugation,linear,0.4041101928374656,0.33218145087236,0.07192874196510557,43560
decoder,3,all,l_shaped,linear,0.7618112947658402,0.4818255280073461,0.27998576675849407,43560
decoder,3,stemfinal_same,l_shaped,linear,0.8125119061111347,0.501544309283833,0.3109675968273017,38580
