layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
encoder,0,all,stem_final_match,linear,0.7544686831948184,0.5002092914175108,0.2542593917773076,43560
encoder,0,all,conjugation,linear,0.53202214213219,0.39437190082644624,0.13765024130574377,43560
encoder,0,all,l_shaped,linear,0.6533562901744719,0.5362982093663912,0.11705808080808078,43560
encoder,0,stemfinal_same,l_shaped,linear,0.6748114733914135,0.5430415591718336,0.13176991421957984,38175
encoder,1,all,stem_final_match,linear,0.7628052504966919,0.5002887816486384,0.26251646884805346,43560
encoder,1,all,conjugation,linear,0.5336353472013967,0.303674012855831,0.2299613343455657,43560
encoder,1,all,l_shaped,linear,0.6959595959595959,0.5038342516069789,0.19212534435261697,43560
encoder,1,stemfinal_same,l_shaped,linear,0.6932036375285976,0.4670498622801581,0.2261537752484395,38175
encoder,2,all,stem_final_match,linear,0.7375853651483861,0.4993142064720558,0.2382711586763303,43560
encoder,2,all,conjugation,linear,0.6822880410392371,0.3598402203856749,0.3224478206535622,43560
encoder,2,all,l_shaped,linear,0.6904166666666667,0.4713783287419651,0.21903833792470156,43560
encoder,2,stemfinal_same,l_shaped,linear,0.6945422340815549,0.5295075353308591,0.16503469875069576,38175
encoder,3,all,stem_final_match,linear,0.7305214075121712,0.4993474121068832,0.231173995405288,43560
encoder,3,all,conjugation,linear,0.7719349337531155,0.30616345270890716,0.46577148104420835,43560
encoder,3,all,l_shaped,linear,0.782378328741965,0.5068303489439854,0.2755479797979796,43560
encoder,3,stemfinal_same,l_shaped,linear,0.7118251817824925,0.46349202241473453,0.24833315936775802,38175
decoder,0,all,stem_final_match,linear,0.7689598511204302,0.49952674539021713,0.26943310573021306,43560
decoder,0,all,conjugation,linear,0.6111411448732023,0.27403673094582187,0.3371044139273804,43560
decoder,0,all,l_shaped,linear,0.7285502754820937,0.5177970615243342,0.21075321395775948,43560
decoder,0,stemfinal_same,l_shaped,linear,0.7464058357411253,0.48682737488032785,0.25957846086079744,38175
decoder,1,all,stem_final_match,linear,0.8226906473011653,0.5000010519292027,0.3226895953719625,43560
decoder,1,all,conjugation,linear,0.6895792373495722,0.33089807162534435,0.3586811657242278,43560
decoder,1,all,l_shaped,linear,0.7442481634527089,0.4769511019283746,0.26729706152433436,43560
decoder,1,stemfinal_same,l_shaped,linear,0.741077154173821,0.5140613361172715,0.22701581805654958,38175
decoder,2,all,stem_final_match,linear,0.8115861381154248,0.49997474747474746,0.31161139064067733,43560
decoder,2,all,conjugation,linear,0.6761327396224421,0.3644481175390266,0.3116846220834155,43560
decoder,2,all,l_shaped,linear,0.7921223599632691,0.5456202938475666,0.24650206611570247,43560
decoder,2,stemfinal_same,l_shaped,linear,0.7838954160696878,0.5037555082255114,0.2801399078441764,38175
decoder,3,all,stem_final_match,linear,0.7933701481559493,0.4999655559708617,0.29340459218508763,43560
decoder,3,all,conjugation,linear,0.6783865223605187,0.36491368227731863,0.31347284008320003,43560
decoder,3,all,l_shaped,linear,0.8098220844811754,0.5031388888888889,0.3066831955922865,43560
decoder,3,stemfinal_same,l_shaped,linear,0.8099965378493614,0.5194863801839447,0.29051015766541677,38175
