layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
decoder,0,all,stem_final_match,linear,0.6354878506883048,0.5004503119416298,0.135037538746675,43120
decoder,0,all,conjugation,linear,0.4923801652892562,0.28602860274297226,0.20635156254628395,43120
decoder,0,all,l_shaped,linear,0.8203209231350943,0.49170384324528704,0.32861707988980726,43120
decoder,0,stemfinal_same,l_shaped,linear,0.8230654503897064,0.4737543561867036,0.34931109420300277,38727
decoder,1,all,stem_final_match,linear,0.6621117247588432,0.5000738954351511,0.16203782932369204,43120
decoder,1,all,conjugation,linear,0.47774285375751646,0.3544779880920643,0.12326486566545214,43120
decoder,1,all,l_shaped,linear,0.8228512396694215,0.548309728299033,0.2745415113703885,43120
decoder,1,stemfinal_same,l_shaped,linear,0.7809856677928209,0.45572825200620565,0.3252574157866152,38727
decoder,2,all,stem_final_match,linear,0.684045649465432,0.5003705265005214,0.18367512296491062,43120
decoder,2,all,conjugation,linear,0.5378688645990699,0.35658822832429865,0.18128063627477126,43120
decoder,2,all,l_shaped,linear,0.8823657024793388,0.5523765732188193,0.3299891292605195,43120
decoder,2,stemfinal_same,l_shaped,linear,0.8059550723490109,0.4696775427174352,0.33627752963157564,38727
decoder,3,all,stem_final_match,linear,0.6815486395502887,0.5000685115947591,0.1814801279555296,43120
decoder,3,all,conjugation,linear,0.5254256938890369,0.3607554489173257,0.16467024497171123,43120
decoder,3,all,l_shaped,linear,0.8017676767676768,0.4651798736023335,0.3365878031653433,43120
decoder,3,stemfinal_same,l_shaped,linear,0.7277734021301485,0.4432450167672538,0.2845283853628947,38727
