layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
encoder,0,all,stem_final_match,linear,0.6219276578851336,0.5004645439511957,0.12146311393393794,43560
encoder,0,all,conjugation,linear,0.3461019283746556,0.3121886134067952,0.033913314967860375,43560
encoder,0,all,l_shaped,linear,0.6712936179981634,0.5466473829201102,0.12464623507805328,43560
encoder,0,stemfinal_same,l_shaped,linear,0.6105245174532872,0.4552180011931465,0.1553065162601407,38580
encoder,1,all,stem_final_match,linear,0.6224224477689182,0.5001416845766642,0.122280763192254,43560
encoder,1,all,conjugation,linear,0.3536143250688705,0.27757814508723594,0.07603617998163459,43560
encoder,1,all,l_shaped,linear,0.7154143709825529,0.5152699724517906,0.20014439853076227,43560
encoder,1,stemfinal_same,l_shaped,linear,0.6762724064574204,0.5126051838821206,0.16366722257529975,38580
encoder,2,all,stem_final_match,linear,0.608217981860413,0.49997821015161553,0.10823977170879745,43560
encoder,2,all,conjugation,linear,0.3589421487603306,0.3331928374655647,0.025749311294765875,43560
encoder,2,all,l_shaped,linear,0.6368445821854912,0.5433117539026628,0.09353282828282838,43560
encoder,2,stemfinal_same,l_shaped,linear,0.6896422481168942,0.5147463902083578,0.17489585790853646,38580
encoder,3,all,stem_final_match,linear,0.5860105453721797,0.4997934934321638,0.08621705194001589,43560
encoder,3,all,conjugation,linear,0.2800183654729109,0.3572183654729109,-0.07719999999999999,43560
encoder,3,all,l_shaped,linear,0.5453271349862259,0.47813888888888895,0.06718824609733692,43560
encoder,3,stemfinal_same,l_shaped,linear,0.6023625329062214,0.45620265083256556,0.14615988207365588,38580
decoder,0,all,stem_final_match,linear,0.702257146403203,0.5003937106265639,0.20186343577663912,43560
decoder,0,all,conjugation,linear,0.38550964187327824,0.3436809917355372,0.041828650137741064,43560
decoder,0,all,l_shaped,linear,0.7777651515151516,0.5230537190082646,0.254711432506887,43560
decoder,0,stemfinal_same,l_shaped,linear,0.7177942546027651,0.4645820590393185,0.25321219556344665,38580
decoder,1,all,stem_final_match,linear,0.7889586702681067,0.4999264034765317,0.289032266791575,43560
decoder,1,all,conjugation,linear,0.4508778696051423,0.33863415977961436,0.11224370982552795,43560
decoder,1,all,l_shaped,linear,0.8694616620752985,0.48845752984389346,0.38100413223140506,43560
decoder,1,stemfinal_same,l_shaped,linear,0.8556333142079987,0.49754747321804116,0.35808584098995755,38580
decoder,2,all,stem_final_match,linear,0.8467979902793372,0.5,0.3467979902793372,43560
decoder,2,all,conjugation,linear,0.441078971533517,0.3775414141414141,0.06353755739210287,43560
decoder,2,all,l_shaped,linear,0.8300550964187327,0.48702594123048665,0.343029155188246,43560
decoder,2,stemfinal_same,l_shaped,linear,0.842089183293998,0.47931370021915337,0.3627754830748446,38580
decoder,3,all,stem_final_match,linear,0.826947157158072,0.5,0.326947157158072,43560
decoder,3,all,conjugation,linear,0.4314664830119376,0.3309524334251607,0.1005140495867769,43560
decoder,3,all,l_shaped,linear,0.8396177685950412,0.5008009641873279,0.33881680440771333,43560
decoder,3,stemfinal_same,l_shaped,linear,0.8368083535211867,0.5249224198544357,0.311885933666751,38580
