layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.6660101755444487,0.43820654773561757,0.22780362780883118,5
encoder,0,same->differ,0.7714285714285714,0.7042889745790305,0.06713959684954085,5
encoder,1,differ->same,0.6694547495386488,0.5337594861765124,0.13569526336213644,5
encoder,1,same->differ,0.7355555555555555,0.5067241670172973,0.22883138853825824,5
encoder,2,differ->same,0.7167964429079662,0.4621368030232558,0.25465963988471035,5
encoder,2,same->differ,0.7495238095238095,0.737481357676038,0.01204245184777153,5
encoder,3,differ->same,0.7651487602631943,0.5045161449071386,0.26063261535605575,5
encoder,3,same->differ,0.763968253968254,0.6232110146327724,0.14075723933548157,5
decoder,0,differ->same,0.6841519428386617,0.5397700957109105,0.14438184712775115,5
decoder,0,same->differ,0.6985714285714286,0.390693429677445,0.3078779988939836,5
decoder,1,differ->same,0.700842526383306,0.4886833586539247,0.21215916772938131,5
decoder,1,same->differ,0.7925396825396825,0.4696204745693281,0.32291920797035445,5
decoder,2,differ->same,0.7006039011689373,0.4811657729072775,0.21943812826165981,5
decoder,2,same->differ,0.8123809523809524,0.599984449715001,0.21239650266595145,5
decoder,3,differ->same,0.661433490695519,0.4828116183303267,0.17862187236519234,5
decoder,3,same->differ,0.7482539682539683,0.5635779305307748,0.18467603772319352,5
