layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.4168441230617396,0.5569062720484853,-0.14006214898674568,5
encoder,0,same->differ,0.5608648056923919,0.5515297247354283,0.00933508095696367,5
encoder,1,differ->same,0.41490443925677084,0.5007942084700658,-0.085889769213295,5
encoder,1,same->differ,0.5654625068418172,0.4897954671921815,0.07566703964963573,5
encoder,2,differ->same,0.4083812560496498,0.4729524827525619,-0.0645712267029121,5
encoder,2,same->differ,0.5663726640081319,0.6202115502839749,-0.05383888627584299,5
encoder,3,differ->same,0.414698197599752,0.4928815448401374,-0.07818334724038539,5
encoder,3,same->differ,0.5919649698960043,0.6333917773724461,-0.041426807476441785,5
decoder,0,differ->same,0.4636894481454067,0.48755133825044095,-0.023861890105034256,5
decoder,0,same->differ,0.5284885448432246,0.6784482152796661,-0.14995967043644154,5
decoder,1,differ->same,0.531663999021512,0.5008064218193133,0.030857577202198616,5
decoder,1,same->differ,0.47350848385331146,0.6522161674322964,-0.17870768357898492,5
decoder,2,differ->same,0.5674646405216354,0.49034578102458937,0.077118859497046,5
decoder,2,same->differ,0.5060114160606771,0.5775231492504934,-0.0715117331898163,5
decoder,3,differ->same,0.5331540844494213,0.4498825216663171,0.08327156278310416,5
decoder,3,same->differ,0.5625240441003988,0.7352615044590274,-0.17273746035862858,5
