layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.4655814839217256,0.46815121536424176,-0.0025697314425161544,5
encoder,0,same->differ,0.6204229253222542,0.5375711861918263,0.08285173913042787,5
encoder,1,differ->same,0.48127152781831983,0.43798883723280235,0.04328269058551748,5
encoder,1,same->differ,0.7001544689464152,0.5302560331078962,0.16989843583851905,5
encoder,2,differ->same,0.4973489681937344,0.48672387646213916,0.01062509173159526,5
encoder,2,same->differ,0.7025471396612336,0.5535046902409002,0.1490424494203334,5
encoder,3,differ->same,0.5199273579476743,0.4782615897714183,0.041665768176256,5
encoder,3,same->differ,0.6970331309257484,0.5486430993736532,0.14839003155209518,5
decoder,0,differ->same,0.5063925284049051,0.5415940688098579,-0.035201540404952825,5
decoder,0,same->differ,0.6829338446788111,0.6394125463154319,0.04352129836337926,5
decoder,1,differ->same,0.5825460302633517,0.5286276895470576,0.05391834071629409,5
decoder,1,same->differ,0.6747374027910941,0.7465437652723461,-0.07180636248125205,5
decoder,2,differ->same,0.7018134102844243,0.45135885063498443,0.2504545596494399,5
decoder,2,same->differ,0.6737647810802173,0.43533555937371854,0.23842922170649877,5
decoder,3,differ->same,0.6332111512361381,0.4770320163916651,0.15617913484447304,5
decoder,3,same->differ,0.6564834345371258,0.5604693404979194,0.09601409403920635,5
