layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.4646043051466602,0.4569044377068507,0.0076998674398094935,5
encoder,0,same->differ,0.638969851922872,0.5317581218572449,0.10721173006562712,5
encoder,1,differ->same,0.4623893202560959,0.47015946158383526,-0.007770141327739344,5
encoder,1,same->differ,0.6288590604026846,0.505173548212196,0.12368551219048862,5
encoder,2,differ->same,0.4605082163637829,0.49352455904620485,-0.03301634268242193,5
encoder,2,same->differ,0.5978736550548631,0.5620761901587089,0.03579746489615421,5
encoder,3,differ->same,0.43319766811505966,0.47899665643820827,-0.045798988323148604,5
encoder,3,same->differ,0.6118717375093214,0.5302543907505992,0.08161734675872223,5
decoder,0,differ->same,0.7246175380654918,0.5541872013976852,0.1704303366678066,5
decoder,0,same->differ,0.5879855118781293,0.6620550563216981,-0.07406954444356884,5
decoder,1,differ->same,0.7582712692759981,0.5799201672756447,0.17835110200035342,5
decoder,1,same->differ,0.6860605092148717,0.7646647632058743,-0.07860425399100257,5
decoder,2,differ->same,0.5678765335312712,0.4945221102226498,0.07335442330862141,5
decoder,2,same->differ,0.7228784489187174,0.44570613860623387,0.27717231031248357,5
decoder,3,differ->same,0.5568537345465362,0.4895352909645913,0.06731844358194489,5
decoder,3,same->differ,0.6601352934909982,0.5950873841060285,0.06504790938496974,5
