layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.4264208012587953,0.4796368393175042,-0.05321603805870895,5
encoder,0,same->differ,0.6273868115478853,0.560068179448457,0.06731863209942834,5
encoder,1,differ->same,0.41721182956222946,0.45078836934605365,-0.03357653978382419,5
encoder,1,same->differ,0.6808426547352722,0.5038244063793303,0.17701824835594182,5
encoder,2,differ->same,0.4455862933649144,0.4639955417362822,-0.018409248371367815,5
encoder,2,same->differ,0.6449387450729733,0.5371381444734404,0.10780060059953289,5
encoder,3,differ->same,0.4481863117130792,0.4679172956686615,-0.019730983955582315,5
encoder,3,same->differ,0.6909971236816874,0.5384177971182769,0.15257932656341056,5
decoder,0,differ->same,0.4788527670978485,0.5475423146073586,-0.06868954750951006,5
decoder,0,same->differ,0.7270416533503782,0.6309364467823793,0.09610520656799892,5
decoder,1,differ->same,0.5149814155331115,0.5543165879207304,-0.039335172387618855,5
decoder,1,same->differ,0.7136507936507936,0.7546987801387807,-0.04104798648798702,5
decoder,2,differ->same,0.4986226366312769,0.4766564646973013,0.021966171933975653,5
decoder,2,same->differ,0.7142558857995099,0.44249294286929064,0.2717629429302193,5
decoder,3,differ->same,0.6375068458114754,0.4827699119988056,0.15473693381266984,5
decoder,3,same->differ,0.6892830510280175,0.5744667522579655,0.11481629877005195,5
