layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.44343636105852235,0.4737770349463199,-0.030340673887797542,5
encoder,0,same->differ,0.5958581016299137,0.5585020464779517,0.03735605515196205,5
encoder,1,differ->same,0.47746678565173517,0.46346487499493244,0.01400191065680273,5
encoder,1,same->differ,0.6349877490145946,0.5319530854372159,0.10303466357737878,5
encoder,2,differ->same,0.4741270026604839,0.4848244353774131,-0.01069743271692919,5
encoder,2,same->differ,0.6469628209225524,0.5936957349396587,0.05326708598289376,5
encoder,3,differ->same,0.4274574725681037,0.4875233079716528,-0.060065835403549095,5
encoder,3,same->differ,0.6515201874933418,0.5224370132487535,0.12908317424458837,5
decoder,0,differ->same,0.6919956131206058,0.5558062144386343,0.13618939868197144,5
decoder,0,same->differ,0.687415574731011,0.672935264748625,0.01448030998238603,5
decoder,1,differ->same,0.7484689012507333,0.5360221345923122,0.2124467666584211,5
decoder,1,same->differ,0.644442313838287,0.7745399204016514,-0.13009760656336444,5
decoder,2,differ->same,0.6918620329210556,0.4755651249743263,0.21629690794672934,5
decoder,2,same->differ,0.6603100031959093,0.47838167189989067,0.1819283312960186,5
decoder,3,differ->same,0.6216522244369754,0.4830087808238618,0.13864344361311365,5
decoder,3,same->differ,0.6654298497922659,0.5819220280397207,0.08350782175254523,5
