layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.4250678509745867,0.5285954870334619,-0.10352763605887522,5
encoder,0,same->differ,0.5607037297677692,0.5332266945914659,0.02747703517630329,5
encoder,1,differ->same,0.4708819677731595,0.49951877786016946,-0.028636810087009967,5
encoder,1,same->differ,0.5384815075455469,0.48961787542203156,0.048863632123515355,5
encoder,2,differ->same,0.4739161241751915,0.47267887475764575,0.0012372494175457716,5
encoder,2,same->differ,0.5510595042614748,0.6614280013530992,-0.11036849709162444,5
encoder,3,differ->same,0.49850337725985394,0.4983554324478054,0.00014794481204855048,5
encoder,3,same->differ,0.5752318398623817,0.6359511547495666,-0.06071931488718496,5
decoder,0,differ->same,0.4151562312184074,0.48394053877347665,-0.06878430755506926,5
decoder,0,same->differ,0.5508999921807803,0.6500701132355976,-0.09917012105481726,5
decoder,1,differ->same,0.5124864772533166,0.49252927873471686,0.019957198518599784,5
decoder,1,same->differ,0.5802361404331848,0.6660749869329238,-0.08583884649973894,5
decoder,2,differ->same,0.5226435625399356,0.4925444164054283,0.030099146134507315,5
decoder,2,same->differ,0.5779591836734694,0.5727328400117818,0.005226343661687616,5
decoder,3,differ->same,0.37897241886879196,0.4772229255501664,-0.09825050668137442,5
decoder,3,same->differ,0.573469387755102,0.6468634380222719,-0.07339405026716983,5
