layer_type,layer_index,mood_bal_acc,p_sbjv_1sgind_L,p_sbjv_1sgind_NL,frac_sbjv_1sgind_L,frac_sbjv_1sgind_NL,n_1sgind_L,n_1sgind_NL,lshaped_nonar,lshaped_nonar_control,lshaped_nonar_selectivity,n_nonar,n_nonar_L_lemmas,n_nonar_NL_lemmas
encoder,3,0.8635766758494031,0.6878012009032968,0.6429570612383511,0.7064935064935065,0.6526964560862866,385,3245,0.6714738292011019,0.47127152952449397,0.2002022996766079,7865,7,5
decoder,1,0.885702479338843,0.6257783094147888,0.6858578858759733,0.6545454545454545,0.6970724191063175,385,3245,0.655289256198347,0.46895670140136547,0.18633255479698152,7865,7,5
decoder,2,0.9401652892561982,0.3262522792947929,0.3520864793847442,0.2909090909090909,0.33436055469953774,385,3245,0.6158677685950413,0.5478889687387711,0.0679787998562702,7865,7,5
