layer_type,layer_index,mood_bal_acc,p_sbjv_1sgind_L,p_sbjv_1sgind_NL,frac_sbjv_1sgind_L,frac_sbjv_1sgind_NL,n_1sgind_L,n_1sgind_NL,lshaped_nonar,lshaped_nonar_control,lshaped_nonar_selectivity,n_nonar,n_nonar_L_lemmas,n_nonar_NL_lemmas
encoder,3,0.8928833792470157,0.9737455309030911,0.9778573672966251,0.9792207792207792,0.9827426810477657,385,3245,0.6622727272727273,0.5366060606060608,0.1256666666666666,7920,7,5
decoder,1,0.9034297520661156,0.5036454073155353,0.32518146992094477,0.4883116883116883,0.3208012326656394,385,3245,0.41712121212121217,0.5368030303030303,-0.11968181818181817,7920,7,5
decoder,2,0.8954407713498622,0.7303430898187189,0.5353352308915553,0.7480519480519481,0.5380585516178736,385,3245,0.4667424242424242,0.5149848484848485,-0.04824242424242431,7920,7,5
