layer_type,layer_index,subset,probe_type,balanced_accuracy,balanced_std,control_balanced_accuracy,selectivity,raw_accuracy,majority_baseline,n_folds,n_samples,n_L,n_NL,n_L_lemmas,n_NL_lemmas
encoder,0,stemfinal_same,linear,0.7894225224117224,0.20601679616282692,0.5,0.2894225224117224,0.9557593786212024,0.962322183775471,5,39015,1470,37545,7,59
encoder,0,stemfinal_same,mlp,0.7835654246241341,0.210713741248417,0.5,0.28356542462413414,0.923588805353632,0.962322183775471,5,39015,1470,37545,7,59
encoder,0,stemfinal_differ,linear,0.8003160173160172,0.2129365404948581,0.4952651712516055,0.3050508460644117,0.8463624155787898,0.693069306930693,5,4545,3150,1395,6,6
encoder,0,stemfinal_differ,mlp,0.871995670995671,0.19273201026448308,0.5014214240006456,0.3705742469950254,0.9405224171539961,0.693069306930693,5,4545,3150,1395,6,6
encoder,0,all,linear,0.8049403122130394,0.1836269821426569,0.5,0.3049403122130394,0.9309590409590409,0.8939393939393939,5,43560,4620,38940,7,59
encoder,0,all,mlp,0.719760101010101,0.18473988347393935,0.5002081406924926,0.21955196031760837,0.8932350982350983,0.8939393939393939,5,43560,4620,38940,7,59
encoder,1,stemfinal_same,linear,0.7791212420911153,0.20539180685935973,0.5,0.27912124209111533,0.968482646652404,0.962322183775471,5,39015,1470,37545,7,59
encoder,1,stemfinal_same,mlp,0.7829775435416734,0.23978092638818044,0.499539882355179,0.2834376611864944,0.9533637281584578,0.962322183775471,5,39015,1470,37545,7,59
encoder,1,stemfinal_differ,linear,0.8183766233766233,0.20115688715931582,0.49393387797049704,0.3244427454061263,0.8727573591667159,0.693069306930693,5,4545,3150,1395,6,6
encoder,1,stemfinal_differ,mlp,0.894974025974026,0.1343536049951875,0.5022521591091349,0.3927218668648911,0.9450246716679466,0.693069306930693,5,4545,3150,1395,6,6
encoder,1,all,linear,0.8223966942148759,0.18248984096778678,0.5,0.32239669421487593,0.9455211455211454,0.8939393939393939,5,43560,4620,38940,7,59
encoder,1,all,mlp,0.7139141414141414,0.17217301349770212,0.49996093750000004,0.2139532039141414,0.8947885447885449,0.8939393939393939,5,43560,4620,38940,7,59
encoder,2,stemfinal_same,linear,0.8557337635158712,0.19010575169253077,0.5019604796999096,0.3537732838159615,0.9758684429058218,0.962322183775471,5,39015,1470,37545,7,59
encoder,2,stemfinal_same,mlp,0.8174979298070333,0.1936838397126159,0.4997718733225979,0.31772605648443536,0.9389895937881159,0.962322183775471,5,39015,1470,37545,7,59
encoder,2,stemfinal_differ,linear,0.8528225108225108,0.17998415418884794,0.5112853837662754,0.3415371270562354,0.8898910351074093,0.693069306930693,5,4545,3150,1395,6,6
encoder,2,stemfinal_differ,mlp,0.9475324675324674,0.04813681519266968,0.5054677428068381,0.4420647247256293,0.9587122688877076,0.693069306930693,5,4545,3150,1395,6,6
encoder,2,all,linear,0.8591907713498623,0.190208115019342,0.5,0.3591907713498623,0.9574725274725274,0.8939393939393939,5,43560,4620,38940,7,59
encoder,2,all,mlp,0.7475160697887969,0.16728184691314296,0.49989567704177595,0.24762039274702097,0.8918781218781218,0.8939393939393939,5,43560,4620,38940,7,59
encoder,3,stemfinal_same,linear,0.8298707736541916,0.19733378389035258,0.5,0.3298707736541916,0.9623928049288614,0.962322183775471,5,39015,1470,37545,7,59
encoder,3,stemfinal_same,mlp,0.7578080051774142,0.20027325774809976,0.5003017634556681,0.2575062417217461,0.9324160827908065,0.962322183775471,5,39015,1470,37545,7,59
encoder,3,stemfinal_differ,linear,0.9792900432900433,0.029617294959476462,0.4940970889717303,0.485192954318313,0.980144525173765,0.693069306930693,5,4545,3150,1395,6,6
encoder,3,stemfinal_differ,mlp,0.9455411255411257,0.08308574452792983,0.4937220656964656,0.4518190598446601,0.9472041270403843,0.693069306930693,5,4545,3150,1395,6,6
encoder,3,all,linear,0.8344696969696971,0.17683518281708202,0.4999856449219773,0.3344840520477198,0.942982017982018,0.8939393939393939,5,43560,4620,38940,7,59
encoder,3,all,mlp,0.7116460055096419,0.14759865527875618,0.5000593823262591,0.21158662318338273,0.878981018981019,0.8939393939393939,5,43560,4620,38940,7,59
decoder,0,stemfinal_same,linear,0.7903635349312574,0.1707492052410574,0.5,0.29036353493125744,0.960780757672058,0.962322183775471,5,39015,1470,37545,7,59
decoder,0,stemfinal_same,mlp,0.7526095111619556,0.16312581174812432,0.49992423718959655,0.25268527397235907,0.9673847074656174,0.962322183775471,5,39015,1470,37545,7,59
decoder,0,stemfinal_differ,linear,0.8931861471861472,0.16487987077986435,0.5018272673986062,0.391358879787541,0.8599277767932738,0.693069306930693,5,4545,3150,1395,6,6
decoder,0,stemfinal_differ,mlp,0.96217316017316,0.04734631381540912,0.5024104838071937,0.45976267636596635,0.9544253450686199,0.693069306930693,5,4545,3150,1395,6,6
decoder,0,all,linear,0.7766264921946741,0.08674062990233757,0.5,0.27662649219467406,0.9040709290709291,0.8939393939393939,5,43560,4620,38940,7,59
decoder,0,all,mlp,0.7760296143250688,0.13528548157191342,0.5003409442319188,0.27568867009315,0.9124358974358973,0.8939393939393939,5,43560,4620,38940,7,59
decoder,1,stemfinal_same,linear,0.8092477830077559,0.1642432160934145,0.5,0.3092477830077559,0.9768349686651305,0.962322183775471,5,39015,1470,37545,7,59
decoder,1,stemfinal_same,mlp,0.8082211270122489,0.15022705111026133,0.49921347447582276,0.30900765253642615,0.9785890022523358,0.962322183775471,5,39015,1470,37545,7,59
decoder,1,stemfinal_differ,linear,0.9432034632034633,0.057338351150182,0.49647620439445667,0.4467272588090066,0.9216347490499537,0.693069306930693,5,4545,3150,1395,6,6
decoder,1,stemfinal_differ,mlp,0.9713333333333333,0.024056622548383123,0.5052353710469732,0.46609796228636,0.9634890818516549,0.693069306930693,5,4545,3150,1395,6,6
decoder,1,all,linear,0.8035548668503214,0.15688532937653188,0.4999869536855838,0.3035679131647376,0.916100566100566,0.8939393939393939,5,43560,4620,38940,7,59
decoder,1,all,mlp,0.7983861340679523,0.17571723872359973,0.5000720666180916,0.2983140674498608,0.9295737595737595,0.8939393939393939,5,43560,4620,38940,7,59
decoder,2,stemfinal_same,linear,0.8438242445409978,0.18633871820394288,0.5002087972008906,0.3436154473401072,0.9735312760896507,0.962322183775471,5,39015,1470,37545,7,59
decoder,2,stemfinal_same,mlp,0.829106509891792,0.1814705086220878,0.4997476414540901,0.3293588684377019,0.9818976453936589,0.962322183775471,5,39015,1470,37545,7,59
decoder,2,stemfinal_differ,linear,0.802047619047619,0.25817735471040204,0.5008178504965124,0.3012297685511066,0.8402148581329868,0.693069306930693,5,4545,3150,1395,6,6
decoder,2,stemfinal_differ,mlp,0.8009999999999999,0.24451675698087533,0.5100491581992069,0.290950841800793,0.8432472876917322,0.693069306930693,5,4545,3150,1395,6,6
decoder,2,all,linear,0.8140725436179983,0.17609675159972105,0.5,0.3140725436179983,0.9143306693306694,0.8939393939393939,5,43560,4620,38940,7,59
decoder,2,all,mlp,0.802688246097337,0.17628706687657955,0.49976790511152036,0.30292034098581666,0.9327955377955378,0.8939393939393939,5,43560,4620,38940,7,59
decoder,3,stemfinal_same,linear,0.8298598880180135,0.18741824153728798,0.5,0.32985988801801347,0.9645511268775498,0.962322183775471,5,39015,1470,37545,7,59
decoder,3,stemfinal_same,mlp,0.7891224013422486,0.1592843075112357,0.5003110245920944,0.2888113767501542,0.9507879722233218,0.962322183775471,5,39015,1470,37545,7,59
decoder,3,stemfinal_differ,linear,0.7232987012987013,0.2894601573601709,0.4976244066600121,0.2256742946386892,0.7386724949298049,0.693069306930693,5,4545,3150,1395,6,6
decoder,3,stemfinal_differ,mlp,0.7100432900432899,0.2367396546034651,0.5051475661426423,0.20489572390064759,0.7329077126036191,0.693069306930693,5,4545,3150,1395,6,6
decoder,3,all,linear,0.7941724058769515,0.1883139307207689,0.5,0.2941724058769515,0.9028854478854479,0.8939393939393939,5,43560,4620,38940,7,59
decoder,3,all,mlp,0.7219800275482093,0.17148691000470806,0.500000173101948,0.22197985444626134,0.8744588744588745,0.8939393939393939,5,43560,4620,38940,7,59
