layer_type,layer_index,subset,probe_type,balanced_accuracy,balanced_std,control_balanced_accuracy,control_balanced_std,selectivity,raw_accuracy,majority_baseline,n_folds,n_controls,n_samples,n_L,n_NL,n_L_lemmas,n_NL_lemmas
encoder,0,stemfinal_same,linear,0.50968017138931,0.12930666997893667,0.42518196848640477,0.048436386608764134,0.08449820290290522,0.8865820622663705,0.9614931237721022,5,5,38175,1470,36705,7,59
encoder,0,stemfinal_same,mlp,0.5070654431689074,0.12790414469837044,0.4799006778430033,0.035880193856419704,0.027164765325904172,0.8836249354943142,0.9614931237721022,5,5,38175,1470,36705,7,59
encoder,0,stemfinal_differ,linear,0.7337542242703533,0.1775981643550522,0.5313040775504653,0.12936117765382268,0.20245014671988804,0.7018631326048206,0.584958217270195,5,5,5385,3150,2235,6,10
encoder,0,stemfinal_differ,mlp,0.7244608294930875,0.19165823643160418,0.4996623513884596,0.21340314036964403,0.22479847810462794,0.693523211656204,0.584958217270195,5,5,5385,3150,2235,6,10
encoder,0,all,linear,0.6848932506887052,0.2283884923730571,0.5352646923783287,0.08360044045211872,0.14962855831037647,0.8753896103896104,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,0,all,mlp,0.6296613865932048,0.18993804797988137,0.4595746097337006,0.03868498862819788,0.17008677685950419,0.822993672993673,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,1,stemfinal_same,linear,0.5287537461643512,0.11104142267670315,0.483563296048738,0.04757532262895972,0.045190450115613234,0.8849054927207319,0.9614931237721022,5,5,38175,1470,36705,7,59
encoder,1,stemfinal_same,mlp,0.5236503190936248,0.14601010341129644,0.5106965045045306,0.09350340694864337,0.01295381458909417,0.8603668008885176,0.9614931237721022,5,5,38175,1470,36705,7,59
encoder,1,stemfinal_differ,linear,0.7590875576036866,0.1630751963255948,0.7003450828157349,0.0494409902035724,0.05874247478795169,0.7287318194735074,0.584958217270195,5,5,5385,3150,2235,6,10
encoder,1,stemfinal_differ,mlp,0.7532012288786483,0.16476499342766604,0.4366408974365089,0.08677632409122371,0.31656033144213935,0.7218631326048206,0.584958217270195,5,5,5385,3150,2235,6,10
encoder,1,all,linear,0.6883069329660239,0.22803729587318347,0.5219162075298438,0.068905587242537,0.16639072543618005,0.8672311022311021,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,1,all,mlp,0.6209136822773187,0.22557110511228037,0.49064692378328745,0.049427307886183415,0.13026675849403124,0.8151798201798203,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,2,stemfinal_same,linear,0.5614379449128775,0.20220695286421295,0.5221806344765931,0.06358963029613149,0.03925731043628433,0.8665219094865104,0.9614931237721022,5,5,38175,1470,36705,7,59
