layer_type,layer_index,subset,probe_type,balanced_accuracy,balanced_std,control_balanced_accuracy,selectivity,raw_accuracy,majority_baseline,n_folds,n_samples,n_L,n_NL,n_L_lemmas,n_NL_lemmas
encoder,2,stemfinal_same,mlp,0.6249107432394043,0.20195771843727173,0.5005572516308017,0.12435349160860265,0.9006770484329796,0.9614931237721022,5,38175,1470,36705,7,59
encoder,2,stemfinal_differ,linear,0.7346082949308755,0.218190510774909,0.4932137076650559,0.24139458726581964,0.7155214549587952,0.584958217270195,5,5385,3150,2235,6,10
encoder,2,stemfinal_differ,mlp,0.8339354838709678,0.14977041597311855,0.49751455066121764,0.3364209332097502,0.8306773618538325,0.584958217270195,5,5385,3150,2235,6,10
encoder,2,all,linear,0.6119777318640954,0.19224451826695255,0.5,0.11197773186409543,0.8011022311022311,0.8939393939393939,5,43560,4620,38940,7,59
encoder,2,all,mlp,0.6420833333333333,0.1805771849021153,0.5003447147676237,0.14173861856570968,0.8507675657675657,0.8939393939393939,5,43560,4620,38940,7,59
encoder,3,stemfinal_same,linear,0.5730678953892424,0.19072761958249004,0.49985207100591716,0.07321582438332525,0.9053592245308171,0.9614931237721022,5,38175,1470,36705,7,59
encoder,3,stemfinal_same,mlp,0.667899533703492,0.2176830815889712,0.498713342463288,0.16918619124020395,0.9242207943696504,0.9614931237721022,5,38175,1470,36705,7,59
encoder,3,stemfinal_differ,linear,0.7797542242703532,0.19451718524102973,0.5087536335049905,0.27100059076536276,0.7695794259732879,0.584958217270195,5,5385,3150,2235,6,10
encoder,3,stemfinal_differ,mlp,0.8572288786482334,0.13112605844850111,0.4930928518740719,0.36413602677416146,0.8551218062982768,0.584958217270195,5,5385,3150,2235,6,10
encoder,3,all,linear,0.645428145087236,0.19289431183905636,0.5,0.145428145087236,0.8509390609390609,0.8939393939393939,5,43560,4620,38940,7,59
encoder,3,all,mlp,0.6537878787878787,0.18902722494047533,0.4995034796574342,0.1542843991304445,0.8651298701298702,0.8939393939393939,5,43560,4620,38940,7,59
decoder,0,stemfinal_same,linear,0.5477555699952666,0.08150206481024512,0.499731110513579,0.048024459481687654,0.9443507338427992,0.9614931237721022,5,38175,1470,36705,7,59
decoder,0,stemfinal_same,mlp,0.5806995235078884,0.0854550564825472,0.49882347240051483,0.08187605110737362,0.9290667406311757,0.9614931237721022,5,38175,1470,36705,7,59
decoder,0,stemfinal_differ,linear,0.7398561827956989,0.18000715684664384,0.5025977627357116,0.23725842005998732,0.7121955285958798,0.584958217270195,5,5385,3150,2235,6,10
decoder,0,stemfinal_differ,mlp,0.8808602150537634,0.11084090987223152,0.5085279322563143,0.3723322827974491,0.878450747888088,0.584958217270195,5,5385,3150,2235,6,10
decoder,0,all,linear,0.6968882001836547,0.14648830954804126,0.5002962313900768,0.19659196879357788,0.8758258408258408,0.8939393939393939,5,43560,4620,38940,7,59
decoder,0,all,mlp,0.7024793388429752,0.16189805319516934,0.5001134008671864,0.20236593797578883,0.8864169164169164,0.8939393939393939,5,43560,4620,38940,7,59
decoder,1,stemfinal_same,linear,0.6618032601061058,0.1824362762132429,0.5,0.1618032601061058,0.9479768654692045,0.9614931237721022,5,38175,1470,36705,7,59
decoder,1,stemfinal_same,mlp,0.6707169740665,0.1883942153484763,0.4999414616605632,0.1707755124059368,0.9402474881353738,0.9614931237721022,5,38175,1470,36705,7,59
decoder,1,stemfinal_differ,linear,0.8326881720430107,0.1649339913783184,0.5101947027518768,0.32249346929113387,0.8279983983053036,0.584958217270195,5,5385,3150,2235,6,10
decoder,1,stemfinal_differ,mlp,0.9165099846390168,0.07879896414403455,0.5014293745600505,0.41508061007896624,0.9173440285204991,0.584958217270195,5,5385,3150,2235,6,10
decoder,1,all,linear,0.7406382001836548,0.1604522918047034,0.5,0.24063820018365478,0.9043539793539793,0.8939393939393939,5,43560,4620,38940,7,59
decoder,1,all,mlp,0.7410961891643709,0.15288481599049256,0.4995922046875664,0.24150398447680455,0.8958791208791208,0.8939393939393939,5,43560,4620,38940,7,59
decoder,2,stemfinal_same,linear,0.6738772584131957,0.19060191668066817,0.5,0.17387725841319568,0.9515267249478804,0.9614931237721022,5,38175,1470,36705,7,59
decoder,2,stemfinal_same,mlp,0.6904028449024481,0.18548596393935113,0.5021117898823244,0.18829105502012367,0.9448741680668666,0.9614931237721022,5,38175,1470,36705,7,59
decoder,2,stemfinal_differ,linear,0.7955637480798771,0.16248225354519277,0.5013230655788179,0.29424068250105917,0.7740502208788654,0.584958217270195,5,5385,3150,2235,6,10
decoder,2,stemfinal_differ,mlp,0.8404301075268817,0.18312506696012482,0.48543317085098564,0.3549969366758961,0.8369399881164586,0.584958217270195,5,5385,3150,2235,6,10
decoder,2,all,linear,0.7822486225895318,0.13630129515929446,0.5,0.28224862258953176,0.9006560106560106,0.8939393939393939,5,43560,4620,38940,7,59
decoder,2,all,mlp,0.7918813131313132,0.1436079195418812,0.49995571792096516,0.291925595210348,0.8884249084249085,0.8939393939393939,5,43560,4620,38940,7,59
decoder,3,stemfinal_same,linear,0.6383945786072138,0.1938308535124865,0.5002589982860408,0.138135580321173,0.9048257289304882,0.9614931237721022,5,38175,1470,36705,7,59
decoder,3,stemfinal_same,mlp,0.6098553017087094,0.18317022209529943,0.49912192118688925,0.11073338052182014,0.9179193292204006,0.9614931237721022,5,38175,1470,36705,7,59
decoder,3,stemfinal_differ,linear,0.8025161290322581,0.16432380048425407,0.4920438100343508,0.3104723189979073,0.7848934356351237,0.584958217270195,5,5385,3150,2235,6,10
decoder,3,stemfinal_differ,mlp,0.8252780337941628,0.1773223755538223,0.4967127898427897,0.32856524395137304,0.821538864616698,0.584958217270195,5,5385,3150,2235,6,10
decoder,3,all,linear,0.7749598255280075,0.12809127274198967,0.5,0.27495982552800746,0.8472277722277722,0.8939393939393939,5,43560,4620,38940,7,59
decoder,3,all,mlp,0.6595707070707071,0.19809618869893272,0.499422611121999,0.1601480959487081,0.8281701631701631,0.8939393939393939,5,43560,4620,38940,7,59
