layer_type,layer_index,subset,probe_type,balanced_accuracy,balanced_std,control_balanced_accuracy,control_balanced_std,selectivity,raw_accuracy,majority_baseline,n_folds,n_controls,n_samples,n_L,n_NL,n_L_lemmas,n_NL_lemmas
encoder,0,stemfinal_same,linear,0.7926504799050684,0.18375824359994866,0.5224361294320196,0.02704108674613651,0.27021435047304887,0.9545339781791948,0.962322183775471,5,5,39015,1470,37545,7,59
encoder,0,stemfinal_same,mlp,0.7683562182774453,0.21030671088382305,0.5342027827781588,0.06967648802000194,0.23415343549928647,0.9296290877959829,0.962322183775471,5,5,39015,1470,37545,7,59
encoder,0,stemfinal_differ,linear,0.7981818181818181,0.19220826800767912,0.5142766931992738,0.16046735452491817,0.2839051249825443,0.8040188237147301,0.693069306930693,5,5,4545,3150,1395,6,6
encoder,0,stemfinal_differ,mlp,0.7816666666666666,0.17948340441607957,0.48988258623097336,0.11996686550841663,0.29178408043569326,0.8531046133853151,0.693069306930693,5,5,4545,3150,1395,6,6
encoder,0,all,linear,0.8174770431588614,0.1827682236798555,0.45787396694214877,0.044636593709516864,0.3596030762167126,0.9399567099567101,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,0,all,mlp,0.7357977502295684,0.16457971613613884,0.4765881542699725,0.0631527768613809,0.2592095959595959,0.9056210456210456,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,1,stemfinal_same,linear,0.7851585673738846,0.18376261831764318,0.493429539565257,0.042240827806942195,0.2917290278086276,0.9473605362990346,0.962322183775471,5,5,39015,1470,37545,7,59
encoder,1,stemfinal_same,mlp,0.7209026726538489,0.21006233841088856,0.5033163192894472,0.051032411866444485,0.21758635336440169,0.9116203210567034,0.962322183775471,5,5,39015,1470,37545,7,59
encoder,1,stemfinal_differ,linear,0.7835108225108225,0.26661564432894924,0.6357484289903644,0.23954051517246835,0.14776239352045806,0.7871234764802016,0.693069306930693,5,5,4545,3150,1395,6,6
encoder,1,stemfinal_differ,mlp,0.8253376623376623,0.17754554041198883,0.47572773355676584,0.1521852903856421,0.3496099287808964,0.833833067517278,0.693069306930693,5,5,4545,3150,1395,6,6
encoder,1,all,linear,0.7971613865932048,0.1803819272410559,0.50113246097337,0.07697836717236056,0.29602892561983474,0.9260639360639361,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,1,all,mlp,0.6809928833792471,0.18294761532859452,0.4843983011937557,0.04465708192287297,0.19659458218549142,0.8806410256410258,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,2,stemfinal_same,linear,0.7962084065113214,0.19056257343232774,0.48537119899470244,0.045251254622914835,0.310837207516619,0.9391266981854987,0.962322183775471,5,5,39015,1470,37545,7,59
encoder,2,stemfinal_same,mlp,0.7587684322777719,0.18517813765184346,0.46704249998232206,0.033945730428656465,0.29172593229544985,0.9201362705121368,0.962322183775471,5,5,39015,1470,37545,7,59
encoder,2,stemfinal_differ,linear,0.8289350649350649,0.20248823528648147,0.5977603267700042,0.186442764948795,0.23117473816506062,0.8090063992754052,0.693069306930693,5,5,4545,3150,1395,6,6
encoder,2,stemfinal_differ,mlp,0.8161688311688312,0.2308761194619498,0.5268395378347692,0.19289718125328534,0.289329293334062,0.8077016559355741,0.693069306930693,5,5,4545,3150,1395,6,6
encoder,2,all,linear,0.8000780532598715,0.17702924540321238,0.4862979797979798,0.03454522111197491,0.3137800734618917,0.9338494838494839,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,2,all,mlp,0.7046613865932048,0.15903568873514282,0.48649517906336087,0.049517592381931215,0.2181662075298439,0.89002997002997,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,3,stemfinal_same,linear,0.8114610988857702,0.17389760284770422,0.48169993135649153,0.05515204143396093,0.3297611675292787,0.9569882344842917,0.962322183775471,5,5,39015,1470,37545,7,59
encoder,3,stemfinal_same,mlp,0.74345483732976,0.22056791613115487,0.49689479183519136,0.06994831680609334,0.24656004549456867,0.9363103969550917,0.962322183775471,5,5,39015,1470,37545,7,59
encoder,3,stemfinal_differ,linear,0.8845411255411255,0.11117081392953396,0.594622845971233,0.1181482631273521,0.28991827956989247,0.8708734124874475,0.693069306930693,5,5,4545,3150,1395,6,6
encoder,3,stemfinal_differ,mlp,0.8697619047619047,0.12444200600914102,0.3888293813713169,0.12114803682328534,0.48093252339058784,0.8660225648295823,0.693069306930693,5,5,4545,3150,1395,6,6
encoder,3,all,linear,0.8129155188246097,0.16468260592529627,0.43766505968778696,0.0408963624678076,0.3752504591368227,0.9314968364968366,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,3,all,mlp,0.7576010101010101,0.1312209673167537,0.4779894398530762,0.030307936414140955,0.2796115702479339,0.8889310689310689,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,0,stemfinal_same,linear,0.7698221371146294,0.22794263515092308,0.4564041447437465,0.017885778922132563,0.3134179923708829,0.9720281256334259,0.962322183775471,5,5,39015,1470,37545,7,59
decoder,0,stemfinal_same,mlp,0.8033284238424528,0.1642698848199792,0.47751631856605636,0.05425187212573865,0.3258121052763965,0.9586312844527038,0.962322183775471,5,5,39015,1470,37545,7,59
decoder,0,stemfinal_differ,linear,0.8055584415584416,0.15736711509358126,0.5765622957687475,0.19030371241511232,0.22899614578969407,0.8125676255734735,0.693069306930693,5,5,4545,3150,1395,6,6
decoder,0,stemfinal_differ,mlp,0.8511428571428572,0.12419299316832387,0.48369610389610385,0.10066227700787445,0.36744675324675335,0.863811132770197,0.693069306930693,5,5,4545,3150,1395,6,6
decoder,0,all,linear,0.7233620293847567,0.16034805423598067,0.46302525252525256,0.018242063653170496,0.2603367768595041,0.9007442557442559,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,0,all,mlp,0.7844834710743802,0.15983349249236364,0.47472291092745633,0.03302942475830186,0.3097605601469239,0.9229520479520479,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,1,stemfinal_same,linear,0.8557237443475033,0.18865719953749163,0.4651938685271813,0.020210771905565958,0.390529875820322,0.9923364681552653,0.962322183775471,5,5,39015,1470,37545,7,59
decoder,1,stemfinal_same,mlp,0.8480761410329976,0.1837940922005375,0.5004191528526356,0.05629270826944697,0.34765698818036195,0.9892240847222142,0.962322183775471,5,5,39015,1470,37545,7,59
decoder,1,stemfinal_differ,linear,0.8138787878787879,0.19823263557689544,0.3741998554974712,0.06938060418443054,0.43967893238131667,0.7899282887353063,0.693069306930693,5,5,4545,3150,1395,6,6
decoder,1,stemfinal_differ,mlp,0.8864458874458876,0.10041183575184871,0.47237709817064655,0.09887681607235732,0.41406878927524104,0.8829094059503417,0.693069306930693,5,5,4545,3150,1395,6,6
decoder,1,all,linear,0.8518181818181818,0.18192963317418967,0.4831028466483012,0.05248825134285788,0.3687153351698806,0.9375391275391276,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,1,all,mlp,0.8481944444444445,0.17841161793087632,0.4993220844811754,0.03945186154845256,0.3488723599632691,0.9474358974358974,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,2,stemfinal_same,linear,0.8628454914210104,0.16683873108894776,0.5143599630675109,0.06428843638957221,0.34848552835349955,0.9739744261936215,0.962322183775471,5,5,39015,1470,37545,7,59
decoder,2,stemfinal_same,mlp,0.8539968955545089,0.18301723237038076,0.48760077320655226,0.05045403026314036,0.3663961223479566,0.977961086364067,0.962322183775471,5,5,39015,1470,37545,7,59
decoder,2,stemfinal_differ,linear,0.8394285714285713,0.20912387755106054,0.4014781734394638,0.2143881722951195,0.4379503979891075,0.834004292437041,0.693069306930693,5,5,4545,3150,1395,6,6
decoder,2,stemfinal_differ,mlp,0.8684329004329004,0.16698436780009462,0.5799002137180258,0.17471141301093435,0.28853268671487464,0.8592323232323231,0.693069306930693,5,5,4545,3150,1395,6,6
decoder,2,all,linear,0.8715530303030302,0.20953220857170338,0.4825087235996327,0.05250702944639207,0.3890443067033975,0.9472877122877122,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,2,all,mlp,0.8093560606060606,0.18324974963906868,0.5044058769513315,0.06322017196907669,0.30495018365472903,0.9304778554778554,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,3,stemfinal_same,linear,0.8165305823065913,0.19452543743016815,0.5050833332261467,0.04755309913555751,0.3114472490804445,0.9555877665643979,0.962322183775471,5,5,39015,1470,37545,7,59
decoder,3,stemfinal_same,mlp,0.8109934138935223,0.17541357430481935,0.49313024913836856,0.025974995446146867,0.31786316475515375,0.9722614277849836,0.962322183775471,5,5,39015,1470,37545,7,59
decoder,3,stemfinal_differ,linear,0.7432987012987013,0.2654185786778792,0.5006747102360005,0.14760786967465872,0.24262399106270083,0.7697223305176522,0.693069306930693,5,5,4545,3150,1395,6,6
decoder,3,stemfinal_differ,mlp,0.7338354978354978,0.20486926264958247,0.4162465996369222,0.19986378362964216,0.31758889819857566,0.7550349498887511,0.693069306930693,5,5,4545,3150,1395,6,6
decoder,3,all,linear,0.7858402203856749,0.18459329069042876,0.4921510560146925,0.04146365267520806,0.2936891643709824,0.903148518148518,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,3,all,mlp,0.7071774563820018,0.17631819185168546,0.5393367768595041,0.0678712648354946,0.1678406795224977,0.8781651681651683,0.8939393939393939,5,5,43560,4620,38940,7,59
