layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.4830696479654387,0.4635474506315032,0.01952219733393551,5
encoder,0,same->differ,0.6777756471716203,0.5242557263603633,0.15351992081125698,5
encoder,1,differ->same,0.4741497988651938,0.4403120153007164,0.03383778356447742,5
encoder,1,same->differ,0.6902972195589645,0.5134623668995152,0.17683485265944932,5
encoder,2,differ->same,0.47351484116327364,0.5367027056928029,-0.06318786452952924,5
encoder,2,same->differ,0.7109587727708533,0.5014856449337599,0.20947312783709338,5
encoder,3,differ->same,0.4751568629086289,0.46338200734509355,0.011774855563535358,5
encoder,3,same->differ,0.7191307126877597,0.5396135335149915,0.17951717917276822,5
decoder,0,differ->same,0.47100308860773576,0.5464523263899801,-0.07544923778224433,5
decoder,0,same->differ,0.6836294875892192,0.6342512254107147,0.049378262178504495,5
decoder,1,differ->same,0.5288474850504157,0.6242242142704237,-0.09537672922000806,5
decoder,1,same->differ,0.7044444444444444,0.76426133233139,-0.05981688788694561,5
decoder,2,differ->same,0.5961792726898687,0.4821685723998487,0.11401070029001997,5
decoder,2,same->differ,0.7257142857142858,0.4469431167825211,0.2787711689317647,5
decoder,3,differ->same,0.6253068452554704,0.503546729981594,0.12176011527387642,5
decoder,3,same->differ,0.7244732076275701,0.6083859085781052,0.11608729904946491,5
