layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.4093112414355938,0.5548776500763783,-0.14556640864078457,5
encoder,0,same->differ,0.5219501133786848,0.5448776489813801,-0.022927535602695337,5
encoder,1,differ->same,0.41838524170130387,0.5171362514851421,-0.09875100978383822,5
encoder,1,same->differ,0.6173868167956837,0.5191791872427337,0.09820762955295004,5
encoder,2,differ->same,0.42740609994496004,0.48639423227811207,-0.05898813233315203,5
encoder,2,same->differ,0.5227398545625146,0.591576392549291,-0.06883653798677636,5
encoder,3,differ->same,0.4835282928547177,0.48335996925974933,0.00016832359496837812,5
encoder,3,same->differ,0.5202439596528267,0.6165596054028777,-0.09631564575005103,5
decoder,0,differ->same,0.43360579163687973,0.4886847010600598,-0.055078909423180056,5
decoder,0,same->differ,0.4830651340996169,0.6332597917664915,-0.15019465766687462,5
decoder,1,differ->same,0.5618056478160105,0.4920691114483724,0.0697365363676381,5
decoder,1,same->differ,0.5726421143169912,0.6831418349068141,-0.11049972058982294,5
decoder,2,differ->same,0.5422856552390232,0.5042150412962643,0.0380706139427589,5
decoder,2,same->differ,0.5401860974274767,0.576702122310687,-0.03651602488321026,5
decoder,3,differ->same,0.3967591801788693,0.4579773642653355,-0.061218184086466176,5
decoder,3,same->differ,0.567325044960513,0.7045034390008179,-0.13717839404030496,5
