layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.7440658964344827,0.44382570313685754,0.3002401932976252,5
encoder,0,same->differ,0.8171428571428572,0.6362985300516207,0.18084432709123643,5
encoder,1,differ->same,0.7768051127762332,0.47059871419737925,0.30620639857885396,5
encoder,1,same->differ,0.8704761904761904,0.4576408046629646,0.4128353858132258,5
encoder,2,differ->same,0.7564200510407919,0.4627944346779179,0.293625616362874,5
encoder,2,same->differ,0.8520634920634921,0.7305267258243334,0.12153676623915866,5
encoder,3,differ->same,0.7182742613625555,0.4924626481353325,0.22581161322722293,5
encoder,3,same->differ,0.8496825396825397,0.5654175365646046,0.2842650031179351,5
decoder,0,differ->same,0.7134422366629433,0.5224668290487704,0.19097540761417287,5
decoder,0,same->differ,0.7036456733230927,0.43131781010879566,0.27232786321429703,5
decoder,1,differ->same,0.6764774787262089,0.5016287910552061,0.1748486876710028,5
decoder,1,same->differ,0.7657142857142858,0.4724011377471486,0.2933131479671372,5
decoder,2,differ->same,0.6637051864293461,0.46632749638008847,0.1973776900492576,5
decoder,2,same->differ,0.8165079365079365,0.4721208018524729,0.3443871346554636,5
decoder,3,differ->same,0.7097565914100359,0.4839226532230881,0.2258339381869478,5
decoder,3,same->differ,0.7617460317460317,0.544639216110937,0.2171068156350947,5
