layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.43270701664484046,0.5590665800230752,-0.12635956337823473,5
encoder,0,same->differ,0.5774728282117445,0.5518651227570397,0.02560770545470481,5
encoder,1,differ->same,0.45569199558836865,0.4942479507363841,-0.038555955148015464,5
encoder,1,same->differ,0.5793822816482915,0.4808241723807608,0.09855810926753072,5
encoder,2,differ->same,0.49232920217376175,0.45029980025714034,0.04202940191662141,5
encoder,2,same->differ,0.5818938149972632,0.6362609285113004,-0.054367113514037224,5
encoder,3,differ->same,0.5181562248919762,0.4870350471487039,0.031121177743272332,5
encoder,3,same->differ,0.5886715145828446,0.684310171857876,-0.0956386572750314,5
decoder,0,differ->same,0.5542778273348221,0.4792760487110105,0.07500177862381163,5
decoder,0,same->differ,0.5507795761982954,0.6714476139089929,-0.12066803771069745,5
decoder,1,differ->same,0.6089951307567888,0.5133079375444813,0.09568719321230745,5
decoder,1,same->differ,0.6295488310266635,0.6545570776376214,-0.025008246610957907,5
decoder,2,differ->same,0.5653788161560183,0.4943967371193242,0.07098207903669407,5
decoder,2,same->differ,0.528843537414966,0.5659219716140005,-0.03707843419903445,5
decoder,3,differ->same,0.5259246606396866,0.4540591223296177,0.07186553831006887,5
decoder,3,same->differ,0.5607694112127609,0.688869033282228,-0.12809962206946712,5
