layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.4696504674611978,0.5042634946308729,-0.034613027169675126,5
encoder,0,same->differ,0.6835229572813466,0.5476973878271647,0.1358255694541819,5
encoder,1,differ->same,0.48679196239182226,0.46891830336212853,0.017873659029693734,5
encoder,1,same->differ,0.6390912964738469,0.5100059031910944,0.12908539328275248,5
encoder,2,differ->same,0.49201048625416655,0.4968086871003351,-0.004798200846168554,5
encoder,2,same->differ,0.6334728880366465,0.505164359428782,0.12830852860786446,5
encoder,3,differ->same,0.48030505213936825,0.47795961255423164,0.0023454395851366105,5
encoder,3,same->differ,0.6474368807925855,0.5087168361519654,0.13872004464062015,5
decoder,0,differ->same,0.6185640337050227,0.5274287994377106,0.09113523426731207,5
decoder,0,same->differ,0.6691115372323426,0.6788078894421892,-0.009696352209846548,5
decoder,1,differ->same,0.7556056423386681,0.5234844386752519,0.23212120366341626,5
decoder,1,same->differ,0.6884989879620752,0.7795842485074134,-0.09108526054533816,5
decoder,2,differ->same,0.7514146157032491,0.4839289982715319,0.26748561743171717,5
decoder,2,same->differ,0.6983114946202195,0.43762991885291813,0.26068157576730133,5
decoder,3,differ->same,0.6853506584489129,0.4972235461232736,0.18812711232563928,5
decoder,3,same->differ,0.6876478108021733,0.5846926161103067,0.10295519469186665,5
