layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.7297633316211023,0.45727835892580165,0.27248497269530064,5
encoder,0,same->differ,0.7580952380952382,0.6740396915527638,0.08405554654247438,5
encoder,1,differ->same,0.7340447245618182,0.4752514085257206,0.2587933160360976,5
encoder,1,same->differ,0.790952380952381,0.5250015144018391,0.2659508665505419,5
encoder,2,differ->same,0.7671683775387902,0.470634516612005,0.2965338609267852,5
encoder,2,same->differ,0.8200000000000001,0.726003211012779,0.09399678898722108,5
encoder,3,differ->same,0.7822898236402032,0.5249132193522622,0.25737660428794096,5
encoder,3,same->differ,0.8423809523809525,0.5922068348644085,0.25017411751654395,5
decoder,0,differ->same,0.7210327199197697,0.5077751570579698,0.21325756286179987,5
decoder,0,same->differ,0.6865079365079365,0.40451933881888075,0.28198859768905576,5
decoder,1,differ->same,0.6889084119464806,0.4868174022343834,0.20209100971209715,5
decoder,1,same->differ,0.7325396825396826,0.4533530144816096,0.279186668058073,5
decoder,2,differ->same,0.7148723572529292,0.47103478734675036,0.24383756990617883,5
decoder,2,same->differ,0.837936507936508,0.5933727143532985,0.24456379358320945,5
decoder,3,differ->same,0.7280657768500929,0.500960001255844,0.22710577559424894,5
decoder,3,same->differ,0.7738095238095238,0.586889371491459,0.1869201523180648,5
