layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.39746057051756534,0.54375071188528,-0.14629014136771468,5
encoder,0,same->differ,0.5392868871686606,0.5347054499011408,0.004581437267519806,5
encoder,1,differ->same,0.45214244592482933,0.5001351695107472,-0.047992723585917885,5
encoder,1,same->differ,0.5844788490108687,0.5284231155967428,0.05605573341412584,5
encoder,2,differ->same,0.468988466915928,0.4786978625142419,-0.009709395598313908,5
encoder,2,same->differ,0.5757995152083822,0.6323529636120943,-0.056553448403712014,5
encoder,3,differ->same,0.5239889835744758,0.5049961471729517,0.01899283640152405,5
encoder,3,same->differ,0.5557995152083822,0.6000605225704077,-0.04426100736202543,5
decoder,0,differ->same,0.5189343759291946,0.47674491187358853,0.04218946405560603,5
decoder,0,same->differ,0.5844804128547971,0.6475852029541956,-0.06310479009939851,5
decoder,1,differ->same,0.6108875772088207,0.49216335285035995,0.11872422435846075,5
decoder,1,same->differ,0.5773039330674798,0.6744708424386953,-0.09716690937121542,5
decoder,2,differ->same,0.5562548370838527,0.5104250744249874,0.04582976265886529,5
decoder,2,same->differ,0.5657267964657127,0.5861164750601628,-0.020389678594450178,5
decoder,3,differ->same,0.47513375129955443,0.45078664158546433,0.0243471097140901,5
decoder,3,same->differ,0.5836734693877551,0.7127292331518703,-0.1290557637641152,5
