layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.48005040185260867,0.45788675884055297,0.0221636430120557,5
encoder,0,same->differ,0.6257782038990093,0.5400501249449552,0.0857280789540541,5
encoder,1,differ->same,0.4747641843823758,0.45518821626410944,0.01957596811826634,5
encoder,1,same->differ,0.6102290401619261,0.5094748054643682,0.10075423469755795,5
encoder,2,differ->same,0.45694895040157457,0.5144231660898556,-0.05747421568828104,5
encoder,2,same->differ,0.689471609672952,0.5184005067001995,0.1710711029727524,5
encoder,3,differ->same,0.4759808623081435,0.48033240219890694,-0.004351539890763423,5
encoder,3,same->differ,0.6608138915521465,0.5361653901753459,0.12464850137680061,5
decoder,0,differ->same,0.5101062247538983,0.5391089358424754,-0.029002711088577104,5
decoder,0,same->differ,0.5882774049217002,0.6303718360802307,-0.04209443115853051,5
decoder,1,differ->same,0.6331918300626339,0.5270585643390407,0.10613326572359316,5
decoder,1,same->differ,0.7135858101629914,0.7501340252950173,-0.036548215132025885,5
decoder,2,differ->same,0.6776120419561367,0.44973037055921894,0.22788167139691773,5
decoder,2,same->differ,0.7060296154255885,0.4451991716548152,0.2608304437707733,5
decoder,3,differ->same,0.6813123941852998,0.4961528179013145,0.18515957628398527,5
decoder,3,same->differ,0.7028571428571428,0.6090242134359759,0.09383292942116694,5
