layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
encoder,0,all,stem_final_match,linear,0.64875859539047,0.5002192779574284,0.1485393174330416,43560
encoder,0,all,conjugation,linear,0.5388195557764937,0.34595500459136824,0.1928645511851254,43560
encoder,0,all,l_shaped,linear,0.7423106060606061,0.5275817263544537,0.2147288797061524,43560
encoder,0,stemfinal_same,l_shaped,linear,0.7032635455902481,0.5675478289022717,0.13571571668797633,38175
encoder,1,all,stem_final_match,linear,0.6780901876638027,0.500419129669228,0.17767105799457472,43560
encoder,1,all,conjugation,linear,0.6347785234435952,0.303058769513315,0.3317197539302802,43560
encoder,1,all,l_shaped,linear,0.7279338842975207,0.52122681359045,0.20670707070707073,43560
encoder,1,stemfinal_same,l_shaped,linear,0.6966532891681723,0.4509487103258282,0.2457045788423441,38175
encoder,2,all,stem_final_match,linear,0.7086784992340366,0.4994573751933277,0.20922112404070886,43560
encoder,2,all,conjugation,linear,0.6357789100851303,0.34926354453627184,0.2865153655488585,43560
encoder,2,all,l_shaped,linear,0.7112649219467402,0.4757683654729109,0.23549655647382928,43560
encoder,2,stemfinal_same,l_shaped,linear,0.7018666730713222,0.5367542964913137,0.16511237658000855,38175
encoder,3,all,stem_final_match,linear,0.7557500957384453,0.5000530234256025,0.2556970723128428,43560
encoder,3,all,conjugation,linear,0.6892671831092884,0.30567309458218556,0.3835940885271028,43560
encoder,3,all,l_shaped,linear,0.7531760789715336,0.47799012855831047,0.27518595041322313,43560
encoder,3,stemfinal_same,l_shaped,linear,0.7076016087451316,0.46644802982873673,0.24115357891639483,38175
decoder,0,all,stem_final_match,linear,0.724454258728853,0.4993460965680076,0.22510816216084545,43560
decoder,0,all,conjugation,linear,0.5920194290373196,0.3176528925619835,0.27436653647533615,43560
decoder,0,all,l_shaped,linear,0.7193985307621672,0.484380624426079,0.2350179063360882,43560
decoder,0,stemfinal_same,l_shaped,linear,0.7824376011369167,0.48863034564891616,0.2938072554880006,38175
decoder,1,all,stem_final_match,linear,0.771710911756685,0.5000623298424657,0.27164858191421937,43560
decoder,1,all,conjugation,linear,0.6611814813714127,0.3147621671258035,0.34641931424560923,43560
decoder,1,all,l_shaped,linear,0.7807070707070707,0.4550500459136823,0.32565702479338837,43560
decoder,1,stemfinal_same,l_shaped,linear,0.7850283943123637,0.4799536533177207,0.305074740994643,38175
decoder,2,all,stem_final_match,linear,0.7967315486706804,0.4999235778841042,0.2968079707865762,43560
decoder,2,all,conjugation,linear,0.680935016004498,0.33218916437098256,0.34874585163351546,43560
decoder,2,all,l_shaped,linear,0.7943686868686869,0.5361501377410468,0.2582185491276401,43560
decoder,2,stemfinal_same,l_shaped,linear,0.7895108565936213,0.5417027634388347,0.24780809315478658,38175
decoder,3,all,stem_final_match,linear,0.772273118351165,0.5000229446763632,0.27225017367480175,43560
decoder,3,all,conjugation,linear,0.6492203289394884,0.3581460055096419,0.29107432342984657,43560
decoder,3,all,l_shaped,linear,0.7911111111111111,0.4978096877869606,0.2933014233241505,43560
decoder,3,stemfinal_same,l_shaped,linear,0.7912468076811278,0.5097130174771647,0.2815337902039631,38175
