layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
encoder,0,all,stem_final_match,linear,0.7151804189940758,0.49977192815033533,0.21540849084374047,43560
encoder,0,all,conjugation,linear,0.6070009182736456,0.29808154269972453,0.308919375573921,43560
encoder,0,all,l_shaped,linear,0.8263188705234159,0.5248165748393021,0.3015022956841138,43560
encoder,0,stemfinal_same,l_shaped,linear,0.7926864703143611,0.49112899539861204,0.3015574749157491,39015
encoder,1,all,stem_final_match,linear,0.668292787525371,0.5000087241343263,0.16828406339104474,43560
encoder,1,all,conjugation,linear,0.5902525252525253,0.3169994490358127,0.2732530762167126,43560
encoder,1,all,l_shaped,linear,0.7994639577594123,0.47511386593204774,0.3243500918273645,43560
encoder,1,stemfinal_same,l_shaped,linear,0.7969947094539289,0.543405379410004,0.2535893300439249,39015
encoder,2,all,stem_final_match,linear,0.7138911812436767,0.5004082036179472,0.21348297762572943,43560
encoder,2,all,conjugation,linear,0.6738411386593206,0.31946483011937554,0.35437630853994506,43560
encoder,2,all,l_shaped,linear,0.8717550505050504,0.4881625344352617,0.3835925160697887,43560
encoder,2,stemfinal_same,l_shaped,linear,0.7936518729337608,0.4660514086638736,0.3276004642698872,39015
encoder,3,all,stem_final_match,linear,0.7000960631214763,0.5001666007426445,0.1999294623788318,43560
encoder,3,all,conjugation,linear,0.6529632690541781,0.3233913682277319,0.3295719008264462,43560
encoder,3,all,l_shaped,linear,0.8576905417814509,0.5290390266299357,0.32865151515151514,43560
encoder,3,stemfinal_same,l_shaped,linear,0.8579463334586748,0.4866283707253686,0.3713179627333062,39015
decoder,0,all,stem_final_match,linear,0.6489467840810871,0.49996035856865956,0.14898642551242752,43560
decoder,0,all,conjugation,linear,0.6416951331496785,0.3259157024793389,0.31577943067033964,43560
decoder,0,all,l_shaped,linear,0.8375860881542699,0.542103305785124,0.29548278236914594,43560
decoder,0,stemfinal_same,l_shaped,linear,0.7557898798552685,0.4257022595863919,0.33008762026887656,39015
decoder,1,all,stem_final_match,linear,0.727315066157889,0.5004140835294639,0.22690098262842506,43560
decoder,1,all,conjugation,linear,0.684455463728191,0.3580055096418733,0.3264499540863177,43560
decoder,1,all,l_shaped,linear,0.8890197428833793,0.4938769513314967,0.39514279155188253,43560
decoder,1,stemfinal_same,l_shaped,linear,0.7586743742499538,0.4827506161147174,0.27592375813523634,39015
decoder,2,all,stem_final_match,linear,0.6941445511546747,0.49996834485048075,0.1941762063041939,43560
decoder,2,all,conjugation,linear,0.7045123966942148,0.29068925619834707,0.41382314049586777,43560
decoder,2,all,l_shaped,linear,0.9174494949494949,0.48469123048668505,0.43275826446280985,43560
decoder,2,stemfinal_same,l_shaped,linear,0.8094096824992573,0.4947453657706209,0.3146643167286364,39015
decoder,3,all,stem_final_match,linear,0.7480505303043408,0.4999870065746381,0.24806352372970264,43560
decoder,3,all,conjugation,linear,0.6936161616161616,0.3297248852157943,0.3638912764003673,43560
decoder,3,all,l_shaped,linear,0.878580119375574,0.5041540404040404,0.37442607897153357,43560
decoder,3,stemfinal_same,l_shaped,linear,0.7939196097444526,0.5238777478762889,0.2700418618681637,39015
