layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
encoder,0,all,stem_final_match,linear,0.7220840072954233,0.5003036478954586,0.22178035939996477,43560
encoder,0,all,conjugation,linear,0.5641102825935362,0.35947842056932966,0.20463186202420658,43560
encoder,0,all,l_shaped,linear,0.7078730486685032,0.5083803948576676,0.19949265381083559,43560
encoder,0,stemfinal_same,l_shaped,linear,0.6472922606275301,0.578016119904804,0.06927614072272614,38175
encoder,1,all,stem_final_match,linear,0.7206197273179213,0.5004157711456645,0.22020395617225685,43560
encoder,1,all,conjugation,linear,0.5596637944724069,0.30848301193755734,0.25118078253484954,43560
encoder,1,all,l_shaped,linear,0.7104522497704316,0.49918135904499544,0.2112708907254362,43560
encoder,1,stemfinal_same,l_shaped,linear,0.6867469855884969,0.4457360769368982,0.2410109086515987,38175
encoder,2,all,stem_final_match,linear,0.7127462683048431,0.4992001925301655,0.2135460757746776,43560
encoder,2,all,conjugation,linear,0.6733350732202408,0.3541671258034894,0.31916794741675136,43560
encoder,2,all,l_shaped,linear,0.6988842975206612,0.5000365013774105,0.19884779614325065,43560
encoder,2,stemfinal_same,l_shaped,linear,0.7088747624069244,0.5382413631570575,0.17063339924986687,38175
encoder,3,all,stem_final_match,linear,0.7141770788625342,0.49988835257762165,0.21428872628491258,43560
encoder,3,all,conjugation,linear,0.5859640423372481,0.2909641873278237,0.2949998550094244,43560
encoder,3,all,l_shaped,linear,0.7252479338842975,0.4737688246097337,0.25147910927456385,43560
encoder,3,stemfinal_same,l_shaped,linear,0.7163882114356044,0.4388331521500777,0.2775550592855267,38175
decoder,0,all,stem_final_match,linear,0.791139631168161,0.5001758106872922,0.2909638204808688,43560
decoder,0,all,conjugation,linear,0.5916026291624377,0.3323599632690542,0.25924266589338346,43560
decoder,0,all,l_shaped,linear,0.7334527089072543,0.4477130394857668,0.28573966942148754,43560
decoder,0,stemfinal_same,l_shaped,linear,0.7446253592404378,0.5060870387850753,0.2385383204553625,38175
decoder,1,all,stem_final_match,linear,0.7779021833480991,0.5000417134695758,0.2778604698785233,43560
decoder,1,all,conjugation,linear,0.686163532858977,0.3092901744719927,0.3768733583869843,43560
decoder,1,all,l_shaped,linear,0.9293686868686869,0.47893319559228653,0.45043549127640037,43560
decoder,1,stemfinal_same,l_shaped,linear,0.79188618528355,0.5144971008354444,0.2773890844481056,38175
decoder,2,all,stem_final_match,linear,0.7889723481887071,0.4997474057005449,0.2892249424881622,43560
decoder,2,all,conjugation,linear,0.5954122598387214,0.3542929292929293,0.24111933054579204,43560
decoder,2,all,l_shaped,linear,0.8151779155188246,0.544612258953168,0.27056565656565656,43560
decoder,2,stemfinal_same,l_shaped,linear,0.7544227370540714,0.4928739974908892,0.26154873956318214,38175
decoder,3,all,stem_final_match,linear,0.7632337738485129,0.5000054923970363,0.2632282814514766,43560
decoder,3,all,conjugation,linear,0.5900325145118155,0.3578034894398531,0.2322290250719624,43560
decoder,3,all,l_shaped,linear,0.8521407254361801,0.5092761707988981,0.34286455463728205,43560
decoder,3,stemfinal_same,l_shaped,linear,0.7599611105196485,0.4924508057078042,0.26751030481184435,38175
