layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
encoder,0,all,stem_final_match,linear,0.5993013507041984,0.4997860530861328,0.09951529761806566,43560
encoder,0,all,conjugation,linear,0.32972451790633606,0.30314857667584943,0.02657594123048662,43560
encoder,0,all,l_shaped,linear,0.660719696969697,0.5927033976124886,0.06801629935720843,43560
encoder,0,stemfinal_same,l_shaped,linear,0.5719181952114422,0.48398543509197217,0.08793276011946999,38580
encoder,1,all,stem_final_match,linear,0.6435785556803963,0.4995113021472843,0.14406725353311206,43560
encoder,1,all,conjugation,linear,0.32480440771349867,0.28900495867768594,0.035799449035812725,43560
encoder,1,all,l_shaped,linear,0.6657621671258035,0.5390144628099174,0.1267477043158861,43560
encoder,1,stemfinal_same,l_shaped,linear,0.5710636097935926,0.5040416226670434,0.06702198712654917,38580
encoder,2,all,stem_final_match,linear,0.6450315533014702,0.5000317482939358,0.1449998050075344,43560
encoder,2,all,conjugation,linear,0.3592534435261708,0.32593608815427,0.03331735537190078,43560
encoder,2,all,l_shaped,linear,0.7691391184573002,0.530115243342516,0.23902387511478418,43560
encoder,2,stemfinal_same,l_shaped,linear,0.6600981433902204,0.554673387064933,0.10542475632528747,38580
encoder,3,all,stem_final_match,linear,0.682235086547969,0.4995070380571021,0.18272804849086693,43560
encoder,3,all,conjugation,linear,0.33619375573921023,0.3297032139577594,0.006490541781450809,43560
encoder,3,all,l_shaped,linear,0.7389841597796143,0.4806267217630854,0.2583574380165289,43560
encoder,3,stemfinal_same,l_shaped,linear,0.6799288594819913,0.439582633435594,0.24034622604639733,38580
decoder,0,all,stem_final_match,linear,0.6785008167966158,0.4998259806423956,0.1786748361542202,43560
decoder,0,all,conjugation,linear,0.4180440771349862,0.36693259871441697,0.051111478420569234,43560
decoder,0,all,l_shaped,linear,0.8236363636363636,0.48988865932047754,0.3337477043158861,43560
decoder,0,stemfinal_same,l_shaped,linear,0.7568432257331051,0.4538076790357855,0.30303554669731964,38580
decoder,1,all,stem_final_match,linear,0.6674881623274231,0.5000755748297294,0.16741258749769372,43560
decoder,1,all,conjugation,linear,0.41600183654729106,0.357742883379247,0.05825895316804408,43560
decoder,1,all,l_shaped,linear,0.8586443985307621,0.4804768135904499,0.3781675849403122,43560
decoder,1,stemfinal_same,l_shaped,linear,0.836536238387503,0.5372816110864879,0.29925462730101515,38580
decoder,2,all,stem_final_match,linear,0.7351715817096033,0.49999135408034456,0.23518022762925872,43560
decoder,2,all,conjugation,linear,0.5021065197428835,0.35664481175390267,0.14546170798898078,43560
decoder,2,all,l_shaped,linear,0.9425631313131312,0.4743645546372819,0.4681985766758493,43560
decoder,2,stemfinal_same,l_shaped,linear,0.918095447225882,0.49175871287907025,0.42633673434681174,38580
decoder,3,all,stem_final_match,linear,0.723296477821805,0.5000235578760256,0.22327291994577936,43560
decoder,3,all,conjugation,linear,0.5242745638200184,0.29639210284664824,0.22788246097337012,43560
decoder,3,all,l_shaped,linear,0.9255417814508725,0.48596510560146927,0.43957667584940324,43560
decoder,3,stemfinal_same,l_shaped,linear,0.9080333575828712,0.5191170761536941,0.3889162814291771,38580
