layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.2916666666666667,0.2812550840282366,120
encoder,1,0.4,0.4140589426627545,120
encoder,2,0.2,0.20220901033036365,120
encoder,3,0.31666666666666665,0.3206976592727901,120
decoder,0,0.125,0.11394680622351192,120
decoder,1,0.05,0.057189774728171106,120
decoder,2,0.23333333333333334,0.236323244830262,120
decoder,3,0.4166666666666667,0.4275124112123038,120
