layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.075,0.09112174490087271,120
encoder,1,0.06666666666666667,0.08543661250067286,120
encoder,2,0.075,0.08854699806402205,120
encoder,3,0.075,0.09322920617602477,120
decoder,0,0.1,0.12726131112562414,120
decoder,1,0.4,0.3941114061482917,120
decoder,2,0.14166666666666666,0.1412096656899009,120
decoder,3,0.325,0.32246805248960797,120
