layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.55,0.5576070878398418,120
encoder,1,0.4666666666666667,0.47189806018219177,120
encoder,2,0.15833333333333333,0.16401670421574147,120
encoder,3,0.25,0.2511042275833664,120
decoder,0,0.016666666666666666,0.024878558617451363,120
decoder,1,0.18333333333333332,0.18457193290626683,120
decoder,2,0.19166666666666668,0.19391798066868185,120
decoder,3,0.4083333333333333,0.4013471687495701,120
