layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.21666666666666667,0.20179627822931365,120
encoder,1,0.225,0.21087209031386484,120
encoder,2,0.31666666666666665,0.310812966537868,120
encoder,3,0.25,0.22914160108637135,120
decoder,0,0.39166666666666666,0.3855156611068799,120
decoder,1,0.4166666666666667,0.4052852726625664,120
decoder,2,0.30833333333333335,0.318246218521617,120
decoder,3,0.6,0.5774279895022659,120
