layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.0,3.065608389603754e-07,120
encoder,1,0.0,1.005331373704621e-11,120
encoder,2,0.0,5.90475816390305e-13,120
encoder,3,0.0,4.276448929233882e-09,120
decoder,0,0.0,3.272474162479185e-06,120
decoder,1,0.008333333333333333,0.012890964143273589,120
decoder,2,0.05,0.051142949061384925,120
decoder,3,0.058333333333333334,0.07003342936070646,120
