layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.6936353926308838,0.5017271478423281,0.19190824478855573,5
encoder,0,same->differ,0.8195238095238095,0.6529691855448945,0.16655462397891507,5
encoder,1,differ->same,0.6771542176598966,0.47341054962560264,0.20374366803429395,5
encoder,1,same->differ,0.8196825396825397,0.4628157574382154,0.3568667822443243,5
encoder,2,differ->same,0.6769601648090319,0.4773512572415206,0.19960890756751126,5
encoder,2,same->differ,0.8088888888888889,0.7438134332511014,0.0650754556377875,5
encoder,3,differ->same,0.6892562938079747,0.49592944854207593,0.19332684526589877,5
encoder,3,same->differ,0.7833333333333333,0.6130383630384427,0.1702949702948906,5
decoder,0,differ->same,0.7381362772835862,0.5097060975229282,0.22843017976065805,5
decoder,0,same->differ,0.7087301587301588,0.43339488479642496,0.2753352739337338,5
decoder,1,differ->same,0.7270090856958045,0.48175091108751483,0.24525817460828964,5
decoder,1,same->differ,0.7152534562211982,0.44676831277330437,0.2684851434478938,5
decoder,2,differ->same,0.7019531664043963,0.5004931735756745,0.20145999282872185,5
decoder,2,same->differ,0.7498617511520738,0.5661088111646351,0.1837529399874387,5
decoder,3,differ->same,0.7459924281338584,0.47921692692633566,0.2667755012075227,5
decoder,3,same->differ,0.7203174603174604,0.59163633284779,0.1286811274696703,5
