layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.4003435252139915,0.5273031869770738,-0.12695966176308227,5
encoder,0,same->differ,0.46527328172648375,0.5467761518799544,-0.08150287015347069,5
encoder,1,differ->same,0.41271233084704584,0.5136678939874575,-0.10095556314041165,5
encoder,1,same->differ,0.5043396669012432,0.49784012738348604,0.006499539517757169,5
encoder,2,differ->same,0.4075552350163749,0.4613880890224147,-0.053832854006039765,5
encoder,2,same->differ,0.5319164907342248,0.5859388411427314,-0.05402235040850667,5
encoder,3,differ->same,0.3835748975645349,0.48762084524027155,-0.10404594767573666,5
encoder,3,same->differ,0.5394245054343576,0.6373684313995253,-0.09794392596516766,5
decoder,0,differ->same,0.43051575175927503,0.4917474580211988,-0.06123170626192376,5
decoder,0,same->differ,0.4990835874579717,0.641794514989199,-0.14271092753122733,5
decoder,1,differ->same,0.4683208175436155,0.5099632236228356,-0.04164240607922015,5
decoder,1,same->differ,0.5357619829541012,0.6429982187430884,-0.10723623578898722,5
decoder,2,differ->same,0.4488248654051763,0.48769324027584054,-0.038868374870664246,5
decoder,2,same->differ,0.6008835718195324,0.611646647593784,-0.010763075774251507,5
decoder,3,differ->same,0.46325946170505755,0.4605927214421025,0.0026667402629550474,5
decoder,3,same->differ,0.552108843537415,0.6725226091534071,-0.12041376561599215,5
