layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.36455005366922466,0.5289031774221247,-0.1643531237529,5
encoder,0,same->differ,0.4444663382594417,0.545785389691361,-0.10131905143191933,5
encoder,1,differ->same,0.346258232268595,0.517178237900187,-0.17092000563159204,5
encoder,1,same->differ,0.5200046915317851,0.4699432088630931,0.05006148266869198,5
encoder,2,differ->same,0.3332839871699975,0.4668828697359678,-0.1335988825659703,5
encoder,2,same->differ,0.5289498788020955,0.6017084467425671,-0.07275856794047153,5
encoder,3,differ->same,0.3430165689233047,0.4949204039426838,-0.1519038350193791,5
encoder,3,same->differ,0.5321010243177731,0.6213227370815873,-0.08922171276381419,5
decoder,0,differ->same,0.4004358911094662,0.4878353268782636,-0.08739943576879738,5
decoder,0,same->differ,0.4999046055203691,0.6581965281705551,-0.158291922650186,5
decoder,1,differ->same,0.4216572719163393,0.5257590000466676,-0.10410172813032836,5
decoder,1,same->differ,0.5488701227617484,0.6350250408942499,-0.08615491813250153,5
decoder,2,differ->same,0.41165708212340335,0.49549791517538794,-0.08384083305198459,5
decoder,2,same->differ,0.5378340761591993,0.599908308558911,-0.06207423239971166,5
decoder,3,differ->same,0.4050276148721744,0.45720409274806595,-0.052176477875891525,5
decoder,3,same->differ,0.5570709203221519,0.6631394370685582,-0.10606851674640627,5
