layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.42377810952742356,0.4736654220725582,-0.04988731254513462,5
encoder,0,same->differ,0.6471567060828806,0.528259245381063,0.11889746070181761,5
encoder,1,differ->same,0.4244790928222535,0.4436662986486029,-0.01918720582634942,5
encoder,1,same->differ,0.6646596356663471,0.524541165473041,0.14011847019330614,5
encoder,2,differ->same,0.4596315354911887,0.48578190586769815,-0.02615037037650947,5
encoder,2,same->differ,0.7052881644827953,0.5332948317906359,0.17199333269215944,5
encoder,3,differ->same,0.4666613846192339,0.4935709420946643,-0.02690955747543039,5
encoder,3,same->differ,0.6937733035048471,0.5421368802181541,0.15163642328669302,5
decoder,0,differ->same,0.4763216933688065,0.5666146773068101,-0.09029298393800367,5
decoder,0,same->differ,0.619250026632577,0.6256837161682608,-0.006433689535683795,5
decoder,1,differ->same,0.6643912162331218,0.552947305161744,0.11144391107137785,5
decoder,1,same->differ,0.6775519335250879,0.763416277823951,-0.08586434429886314,5
decoder,2,differ->same,0.7764855758404711,0.47951197928763245,0.2969735965528386,5
decoder,2,same->differ,0.699658037711729,0.43974520425073216,0.2599128334609968,5
decoder,3,differ->same,0.729392925948475,0.5113493748100642,0.2180435511384109,5
decoder,3,same->differ,0.7454831149462022,0.5538185527842366,0.1916645621619656,5
