layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.42847329369017734,0.4871227853194558,-0.05864949162927846,5
encoder,0,same->differ,0.64381271971876,0.5233162364211914,0.12049648329756857,5
encoder,1,differ->same,0.4605305955647482,0.42638968863307153,0.03414090693167665,5
encoder,1,same->differ,0.6381900500692447,0.5016766982318237,0.13651335183742097,5
encoder,2,differ->same,0.4504951224461996,0.5024506180192642,-0.05195549557306456,5
encoder,2,same->differ,0.623937360178971,0.5186987242707384,0.10523863590823257,5
encoder,3,differ->same,0.4549370463346761,0.47113508449169406,-0.01619803815701798,5
encoder,3,same->differ,0.6521306061574518,0.5278276811282909,0.12430292502916085,5
decoder,0,differ->same,0.42716709896054866,0.5430292605133363,-0.11586216155278767,5
decoder,0,same->differ,0.566871204857782,0.6197121186713365,-0.05284091381355449,5
decoder,1,differ->same,0.46690574881362434,0.5256279611812901,-0.05872221236766573,5
decoder,1,same->differ,0.6433258762117823,0.7440257819524452,-0.1006999057406629,5
decoder,2,differ->same,0.48810093714641556,0.47435251821678587,0.013748418929629691,5
decoder,2,same->differ,0.7132395866624055,0.46221264554252917,0.25102694111987633,5
decoder,3,differ->same,0.4614603749141667,0.4653357699744733,-0.0038753950603065968,5
decoder,3,same->differ,0.7374592521572387,0.6020843920419795,0.13537486011525923,5
