layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.6812385681400006,0.44228372978855796,0.23895483835144266,5
encoder,0,same->differ,0.8068253968253969,0.6830620251965904,0.12376337162880646,5
encoder,1,differ->same,0.6730695953970882,0.4832502872648122,0.18981930813227604,5
encoder,1,same->differ,0.8069841269841269,0.4656337354964549,0.341350391487672,5
encoder,2,differ->same,0.689415694364042,0.45986155431838005,0.229554140045662,5
encoder,2,same->differ,0.795079365079365,0.7510874784283453,0.04399188665101972,5
encoder,3,differ->same,0.6915309791515487,0.48365427021732915,0.20787670893421956,5
encoder,3,same->differ,0.7877777777777778,0.5774801565348436,0.21029762124293416,5
decoder,0,differ->same,0.7517328865225674,0.5220275049152817,0.2297053816072857,5
decoder,0,same->differ,0.7455555555555555,0.421435793547682,0.3241197620078735,5
decoder,1,differ->same,0.7511076504113432,0.5052618357882509,0.2458458146230923,5
decoder,1,same->differ,0.7368253968253968,0.5043190441164869,0.23250635270890996,5
decoder,2,differ->same,0.6678735177650765,0.4836423225451531,0.18423119521992343,5
decoder,2,same->differ,0.7395238095238095,0.48971851015248885,0.24980529937132062,5
decoder,3,differ->same,0.6202957811170813,0.49985073731800583,0.12044504379907545,5
decoder,3,same->differ,0.7446031746031746,0.6471977101188593,0.09740546448431531,5
