layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.44728196959208694,0.4785214531446801,-0.03123948355259315,5
encoder,0,same->differ,0.6658080323852136,0.5397964217512314,0.12601161063398214,5
encoder,1,differ->same,0.4500063940574186,0.4339379238569475,0.016068470200471086,5
encoder,1,same->differ,0.63563545328646,0.5195371983812961,0.1160982549051639,5
encoder,2,differ->same,0.44323911828728224,0.5139400885576073,-0.07070097027032507,5
encoder,2,same->differ,0.6547736230957708,0.4865366042971243,0.1682370187986465,5
encoder,3,differ->same,0.4541418201935453,0.5034468221745872,-0.04930500198104193,5
encoder,3,same->differ,0.6449536593160754,0.5189191407542921,0.12603451856178327,5
decoder,0,differ->same,0.5671218957546239,0.5505458683101533,0.01657602744447062,5
decoder,0,same->differ,0.6347342068818579,0.6011029919224308,0.033631214959427114,5
decoder,1,differ->same,0.6637112221267747,0.5330361621923831,0.13067505993439155,5
decoder,1,same->differ,0.7301225098540535,0.7564071425072647,-0.026284632653211237,5
decoder,2,differ->same,0.710896585851341,0.4839381110227707,0.2269584748285703,5
decoder,2,same->differ,0.7405837860871418,0.4705240138994709,0.2700597721876709,5
decoder,3,differ->same,0.7243135423356102,0.4670820330227549,0.25723150931285527,5
decoder,3,same->differ,0.7434920634920634,0.5687943206529094,0.17469774283915407,5
