layer_type,layer_index,mood_bal_acc,p_sbjv_1sgind_L,p_sbjv_1sgind_NL,frac_sbjv_1sgind_L,frac_sbjv_1sgind_NL,n_1sgind_L,n_1sgind_NL,lshaped_nonar,lshaped_nonar_control,lshaped_nonar_selectivity,n_nonar,n_nonar_L_lemmas,n_nonar_NL_lemmas
encoder,3,0.9274885215794306,0.7198351869143098,0.7598576264624,0.7246753246753247,0.7642526964560863,385,3245,0.7455785123966943,0.4420184453227932,0.30356006707390104,7865,7,5
decoder,1,0.8865977961432507,0.988383807835685,0.7376321900775082,0.9948051948051948,0.7460708782742681,385,3245,0.6300413223140495,0.44765223380045516,0.18238908851359437,7865,7,5
decoder,2,0.9303030303030303,0.9849314964237875,0.775117215631544,0.9896103896103896,0.7870570107858244,385,3245,0.6044283746556474,0.6119851479219068,-0.0075567732662594755,7865,7,5
