layer_type,layer_index,mood_bal_acc,p_sbjv_1sgind_L,p_sbjv_1sgind_NL,frac_sbjv_1sgind_L,frac_sbjv_1sgind_NL,n_1sgind_L,n_1sgind_NL,lshaped_nonar,lshaped_nonar_control,lshaped_nonar_selectivity,n_nonar,n_nonar_L_lemmas,n_nonar_NL_lemmas
encoder,3,0.8797658402203856,0.7055338294112361,0.6397013719834724,0.7350649350649351,0.652080123266564,385,3245,0.7146969696969696,0.5164393939393939,0.19825757575757574,9240,7,7
decoder,1,0.8771120293847567,0.6979320187241769,0.366097273675551,0.6935064935064935,0.36733436055469953,385,3245,0.7695454545454546,0.5392121212121213,0.2303333333333334,9240,7,7
decoder,2,0.9115656565656565,0.7660322554181209,0.34747935620718423,0.7818181818181819,0.34175654853620957,385,3245,0.7248484848484849,0.39331818181818184,0.331530303030303,9240,7,7
